"시점","항목",전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원특별자치도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"2019.01","총전입 (명)",667227,128937,36919,31522,37979,19967,20825,12723,7825,176207,21694,21634,25843,22266,21716,29181,40480,11509
"2019.01","총전출 (명)",667227,129031,39477,32735,37061,19465,22133,13788,5368,165024,22722,21478,26122,23930,25181,31304,40989,11419
"2019.01","순이동 (명)",0,-94,-2558,-1213,918,502,-1308,-1065,2457,11183,-1028,156,-279,-1664,-3465,-2123,-509,90
"2019.01","시도내이동-시군구내 (명)",234956,32640,10307,10222,11988,6307,5981,4188,2211,63928,9862,10551,9600,10165,7488,12434,20194,6890
"2019.01","시도내이동-시군구간 전입 (명)",193445,47867,15837,12317,11463,5940,6257,4491,0,51880,4023,2994,4194,6006,6021,5401,7713,1041
"2019.01","시도내이동-시군구간 전출 (명)",193445,47867,15837,12317,11463,5940,6257,4491,0,51880,4023,2994,4194,6006,6021,5401,7713,1041
"2019.01","시도간전입 (명)",238826,48430,10775,8983,14528,7720,8587,4044,5614,60399,7809,8089,12049,6095,8207,11346,12573,3578
"2019.01","시도간전출 (명)",238826,48524,13333,10196,13610,7218,9895,5109,3157,49216,8837,7933,12328,7759,11672,13469,13082,3488
"2019.02","총전입 (명)",702329,146401,40717,31388,38926,21632,22011,14625,9622,180669,21212,20595,26570,23797,21376,30891,41218,10679
"2019.02","총전출 (명)",702329,143367,42394,33654,39321,22340,23295,15870,6329,169249,22213,20772,27053,25655,23935,32917,43422,10543
"2019.02","순이동 (명)",0,3034,-1677,-2266,-395,-708,-1284,-1245,3293,11420,-1001,-177,-483,-1858,-2559,-2026,-2204,136
"2019.02","시도내이동-시군구내 (명)",235680,35473,10389,9958,12354,7034,5664,4609,2866,63317,9108,9557,9376,11595,7238,12645,18942,5555
"2019.02","시도내이동-시군구간 전입 (명)",205268,55117,16673,11817,11673,6969,6704,5226,0,52665,4232,2795,4478,6014,5456,5698,8745,1006
"2019.02","시도내이동-시군구간 전출 (명)",205268,55117,16673,11817,11673,6969,6704,5226,0,52665,4232,2795,4478,6014,5456,5698,8745,1006
"2019.02","시도간전입 (명)",261381,55811,13655,9613,14899,7629,9643,4790,6756,64687,7872,8243,12716,6188,8682,12548,13531,4118
"2019.02","시도간전출 (명)",261381,52777,15332,11879,15294,8337,10927,6035,3463,53267,8873,8420,13199,8046,11241,14574,15735,3982
"2019.03","총전입 (명)",641449,135592,36425,25283,37561,19595,18653,13707,6729,168062,20616,17892,24307,22556,19907,29294,36734,8536
"2019.03","총전출 (명)",641449,137242,38345,27708,37659,19992,19846,14893,4653,158699,20361,17929,23777,23912,21218,29379,37827,8009
"2019.03","순이동 (명)",0,-1650,-1920,-2425,-98,-397,-1193,-1186,2076,9363,255,-37,530,-1356,-1311,-85,-1093,527
"2019.03","시도내이동-시군구내 (명)",233866,37770,10605,8313,13415,6825,5504,4974,2122,64348,9269,8348,9176,11676,7417,12239,17480,4385
"2019.03","시도내이동-시군구간 전입 (명)",185239,51496,15203,9541,11104,6382,5639,4987,0,47242,3721,2269,3760,5246,4661,5396,7746,846
"2019.03","시도내이동-시군구간 전출 (명)",185239,51496,15203,9541,11104,6382,5639,4987,0,47242,3721,2269,3760,5246,4661,5396,7746,846
"2019.03","시도간전입 (명)",222344,46326,10617,7429,13042,6388,7510,3746,4607,56472,7626,7275,11371,5634,7829,11659,11508,3305
"2019.03","시도간전출 (명)",222344,47976,12537,9854,13140,6785,8703,4932,2531,47109,7371,7312,10841,6990,9140,11744,12601,2778
"2019.04","총전입 (명)",587293,118129,34980,23461,35652,17074,16142,13338,5500,163263,18628,16665,20857,19189,18190,25780,32983,7462
"2019.04","총전출 (명)",587293,122867,37090,25185,35954,17215,17372,14154,4014,153050,18094,15827,20685,20044,18861,25993,33844,7044
"2019.04","순이동 (명)",0,-4738,-2110,-1724,-302,-141,-1230,-816,1486,10213,534,838,172,-855,-671,-213,-861,418
"2019.04","시도내이동-시군구내 (명)",228355,35170,11393,8399,13291,5974,5142,4953,1874,66058,8859,7809,8632,10134,7776,12086,16999,3806
"2019.04","시도내이동-시군구간 전입 (명)",168989,45360,15072,8788,10690,5803,5020,5196,0,45712,2946,2122,3073,4290,3526,4229,6324,838
"2019.04","시도내이동-시군구간 전출 (명)",168989,45360,15072,8788,10690,5803,5020,5196,0,45712,2946,2122,3073,4290,3526,4229,6324,838
"2019.04","시도간전입 (명)",189949,37599,8515,6274,11671,5297,5980,3189,3626,51493,6823,6734,9152,4765,6888,9465,9660,2818
"2019.04","시도간전출 (명)",189949,42337,10625,7998,11973,5438,7210,4005,2140,41280,6289,5896,8980,5620,7559,9678,10521,2400
"2019.05","총전입 (명)",569020,110881,33041,26878,37120,17058,15385,12146,5038,159107,17508,16272,20084,17233,17371,25621,30943,7334
"2019.05","총전출 (명)",569020,117209,34874,28792,37115,17165,16640,13018,3953,145768,17293,15798,20194,18353,18382,25787,31921,6758
"2019.05","순이동 (명)",0,-6328,-1833,-1914,5,-107,-1255,-872,1085,13339,215,474,-110,-1120,-1011,-166,-978,576
"2019.05","시도내이동-시군구내 (명)",224136,33724,10879,10843,14343,5964,4978,4491,1803,62959,8856,8336,8408,8945,7633,12077,16179,3718
"2019.05","시도내이동-시군구간 전입 (명)",161692,41404,13786,9962,11144,5931,4926,4622,0,44653,2687,1756,2947,3917,3448,4202,5633,674
"2019.05","시도내이동-시군구간 전출 (명)",161692,41404,13786,9962,11144,5931,4926,4622,0,44653,2687,1756,2947,3917,3448,4202,5633,674
"2019.05","시도간전입 (명)",183192,35753,8376,6073,11633,5163,5481,3033,3235,51495,5965,6180,8729,4371,6290,9342,9131,2942
"2019.05","시도간전출 (명)",183192,42081,10209,7987,11628,5270,6736,3905,2150,38156,5750,5706,8839,5491,7301,9508,10109,2366
"2019.06","총전입 (명)",484468,91828,28661,23153,30633,15069,13593,9640,5663,136256,14676,13028,17911,14484,15099,22191,26267,6316
"2019.06","총전출 (명)",484468,97933,30417,24933,31106,15129,15142,10234,4002,124662,14403,13201,17580,15264,15881,21652,27009,5920
"2019.06","순이동 (명)",0,-6105,-1756,-1780,-473,-60,-1549,-594,1661,11594,273,-173,331,-780,-782,539,-742,396
"2019.06","시도내이동-시군구내 (명)",188125,27113,8926,9159,11595,5220,4505,3467,2098,53664,7272,6678,7500,7572,6536,9699,13885,3236
"2019.06","시도내이동-시군구간 전입 (명)",139855,34900,12815,8798,9349,5542,4454,3624,0,38415,2184,1422,2704,3230,3118,3751,4882,667
"2019.06","시도내이동-시군구간 전출 (명)",139855,34900,12815,8798,9349,5542,4454,3624,0,38415,2184,1422,2704,3230,3118,3751,4882,667
"2019.06","시도간전입 (명)",156488,29815,6920,5196,9689,4307,4634,2549,3565,44177,5220,4928,7707,3682,5445,8741,7500,2413
"2019.06","시도간전출 (명)",156488,35920,8676,6976,10162,4367,6183,3143,1904,32583,4947,5101,7376,4462,6227,8202,8242,2017
"2019.07","총전입 (명)",563622,111288,30839,24443,34463,18826,17507,11352,7592,162085,16224,14167,19691,17448,16258,22771,31634,7034
"2019.07","총전출 (명)",563622,118365,32763,26231,35116,18496,18850,11967,5129,147964,16154,14373,20148,18391,17573,23344,32070,6688
"2019.07","순이동 (명)",0,-7077,-1924,-1788,-653,330,-1343,-615,2463,14121,70,-206,-457,-943,-1315,-573,-436,346
"2019.07","시도내이동-시군구내 (명)",214682,32601,9591,9158,12876,6211,5676,3989,2869,62601,7881,6923,8353,9395,6512,9901,16685,3460
"2019.07","시도내이동-시군구간 전입 (명)",162732,42090,13195,9156,10388,7110,5865,4226,0,46240,2387,1613,2898,3657,3586,3985,5651,685
"2019.07","시도내이동-시군구간 전출 (명)",162732,42090,13195,9156,10388,7110,5865,4226,0,46240,2387,1613,2898,3657,3586,3985,5651,685
"2019.07","시도간전입 (명)",186208,36597,8053,6129,11199,5505,5966,3137,4723,53244,5956,5631,8440,4396,6160,8885,9298,2889
"2019.07","시도간전출 (명)",186208,43674,9977,7917,11852,5175,7309,3752,2260,39123,5886,5837,8897,5339,7475,9458,9734,2543
"2019.08","총전입 (명)",565607,110592,33338,23526,33861,18003,16575,10444,6269,164377,17743,16609,21446,16965,16938,21685,30261,6975
"2019.08","총전출 (명)",565607,118002,35235,25451,34441,18171,17890,11208,4701,148674,17434,16472,21538,17940,18303,22355,31059,6733
"2019.08","순이동 (명)",0,-7410,-1897,-1925,-580,-168,-1315,-764,1568,15703,309,137,-92,-975,-1365,-670,-798,242
"2019.08","시도내이동-시군구내 (명)",212149,31125,10061,8510,12167,6193,5217,3331,2140,62456,9312,8709,9477,8767,6747,8887,15647,3403
"2019.08","시도내이동-시군구간 전입 (명)",163949,41807,14804,8918,10297,6557,5363,4011,0,47263,2489,1861,3112,3681,4030,3804,5305,647
"2019.08","시도내이동-시군구간 전출 (명)",163949,41807,14804,8918,10297,6557,5363,4011,0,47263,2489,1861,3112,3681,4030,3804,5305,647
"2019.08","시도간전입 (명)",189509,37660,8473,6098,11397,5253,5995,3102,4129,54658,5942,6039,8857,4517,6161,8994,9309,2925
"2019.08","시도간전출 (명)",189509,45070,10370,8023,11977,5421,7310,3866,2561,38955,5633,5902,8949,5492,7526,9664,10107,2683
"2019.09","총전입 (명)",517785,103969,29878,21813,30378,16068,16127,9162,6175,148739,15502,15404,19170,16265,15782,20649,26426,6278
"2019.09","총전출 (명)",517785,109435,31268,23294,30545,15990,17136,9795,4694,137590,15212,15284,19249,16979,16594,20969,27515,6236
"2019.09","순이동 (명)",0,-5466,-1390,-1481,-167,78,-1009,-633,1481,11149,290,120,-79,-714,-812,-320,-1089,42
"2019.09","시도내이동-시군구내 (명)",196628,30186,9087,7720,10870,5561,5206,3159,2370,58234,7647,8275,8187,8489,6335,8691,13351,3260
"2019.09","시도내이동-시군구간 전입 (명)",150136,39647,13130,8330,8987,5614,5286,3241,0,42896,2385,1645,2820,3564,3432,3581,4949,629
"2019.09","시도내이동-시군구간 전출 (명)",150136,39647,13130,8330,8987,5614,5286,3241,0,42896,2385,1645,2820,3564,3432,3581,4949,629
"2019.09","시도간전입 (명)",171021,34136,7661,5763,10521,4893,5635,2762,3805,47609,5470,5484,8163,4212,6015,8377,8126,2389
"2019.09","시도간전출 (명)",171021,39602,9051,7244,10688,4815,6644,3395,2324,36460,5180,5364,8242,4926,6827,8697,9215,2347
"2019.10","총전입 (명)",594081,128067,33781,25688,34972,17673,18194,11188,7952,164544,16178,20353,20454,18041,16888,22770,30243,7095
"2019.10","총전출 (명)",594081,133127,36011,27452,35176,18003,19436,11892,5549,155225,15687,20000,20506,18647,17262,22851,30245,7012
"2019.10","순이동 (명)",0,-5060,-2230,-1764,-204,-330,-1242,-704,2403,9319,491,353,-52,-606,-374,-81,-2,83
"2019.10","시도내이동-시군구내 (명)",234419,40846,10896,9718,12645,6645,5913,4229,3080,65530,7966,12359,8592,9577,7039,9939,15536,3909
"2019.10","시도내이동-시군구간 전입 (명)",175332,50461,15103,10067,10654,6172,6137,3929,0,47970,2371,2105,3094,4043,3450,3819,5346,611
"2019.10","시도내이동-시군구간 전출 (명)",175332,50461,15103,10067,10654,6172,6137,3929,0,47970,2371,2105,3094,4043,3450,3819,5346,611
"2019.10","시도간전입 (명)",184330,36760,7782,5903,11673,4856,6144,3030,4872,51044,5841,5889,8768,4421,6399,9012,9361,2575
"2019.10","시도간전출 (명)",184330,41820,10012,7667,11877,5186,7386,3734,2469,41725,5350,5536,8820,5027,6773,9093,9363,2492
"2019.11","총전입 (명)",565735,113012,34356,25901,34151,17761,17310,11173,6785,150814,17691,18601,19826,18806,18313,24518,29596,7121
"2019.11","총전출 (명)",565735,117720,36038,27825,34138,18254,18866,11808,4745,143562,16874,18214,19892,19440,17208,24247,29887,7017
"2019.11","순이동 (명)",0,-4708,-1682,-1924,13,-493,-1556,-635,2040,7252,817,387,-66,-634,1105,271,-291,104
"2019.11","시도내이동-시군구내 (명)",221233,34466,11773,9590,12726,6623,5726,4374,2606,59111,9027,10477,8270,9893,6350,10894,15261,4066
"2019.11","시도내이동-시군구간 전입 (명)",165946,44101,14529,10205,10322,6214,5980,3857,0,44186,2552,2169,3154,4361,4328,4164,5201,623
"2019.11","시도내이동-시군구간 전출 (명)",165946,44101,14529,10205,10322,6214,5980,3857,0,44186,2552,2169,3154,4361,4328,4164,5201,623
"2019.11","시도간전입 (명)",178556,34445,8054,6106,11103,4924,5604,2942,4179,47517,6112,5955,8402,4552,7635,9460,9134,2432
"2019.11","시도간전출 (명)",178556,39153,9736,8030,11090,5417,7160,3577,2139,40265,5295,5568,8468,5186,6530,9189,9425,2328
"2019.12","총전입 (명)",645782,127797,38769,29363,34318,18404,20102,12558,7248,166839,19954,20176,22631,21725,26645,31160,39466,8627
"2019.12","총전출 (명)",645782,131783,41146,32832,34719,20785,22160,13601,5537,156829,19518,19483,22840,22968,22873,30284,39773,8651
"2019.12","순이동 (명)",0,-3986,-2377,-3469,-401,-2381,-2058,-1043,1711,10010,436,693,-209,-1243,3772,876,-307,-24
"2019.12","시도내이동-시군구내 (명)",235597,35682,11769,10546,11821,6544,6305,4371,2342,61937,9620,9948,8775,11039,7091,12422,20334,5051
"2019.12","시도내이동-시군구간 전입 (명)",187041,49581,16287,11134,9919,6017,6547,4438,0,48443,3025,2663,3373,5101,7196,5755,6760,802
"2019.12","시도내이동-시군구간 전출 (명)",187041,49581,16287,11134,9919,6017,6547,4438,0,48443,3025,2663,3373,5101,7196,5755,6760,802
"2019.12","시도간전입 (명)",223144,42534,10713,7683,12578,5843,7250,3749,4906,56459,7309,7565,10483,5585,12358,12983,12372,2774
"2019.12","시도간전출 (명)",223144,46520,13090,11152,12979,8224,9308,4792,3195,46449,6873,6872,10692,6828,8586,12107,12679,2798
"2020.01","총전입 (명)",647272,131105,39722,27781,31221,19502,20717,12339,7787,167181,22167,20320,24055,22316,20955,28254,41860,9990
"2020.01","총전출 (명)",647272,127159,41100,29106,32134,19282,21431,13474,6292,157840,22664,20743,24999,23350,24283,30667,42474,10274
"2020.01","순이동 (명)",0,3946,-1378,-1325,-913,220,-714,-1135,1495,9341,-497,-423,-944,-1034,-3328,-2413,-614,-284
"2020.01","시도내이동-시군구내 (명)",227111,31948,11284,8946,9729,6338,5903,4097,2652,58937,10475,10156,8869,11267,7155,11661,22069,5625
"2020.01","시도내이동-시군구간 전입 (명)",188199,49533,16865,10078,9191,6166,6334,4156,0,49932,3998,2700,4004,5179,6125,5451,7494,993
"2020.01","시도내이동-시군구간 전출 (명)",188199,49533,16865,10078,9191,6166,6334,4156,0,49932,3998,2700,4004,5179,6125,5451,7494,993
"2020.01","시도간전입 (명)",231962,49624,11573,8757,12301,6998,8480,4086,5135,58312,7694,7464,11182,5870,7675,11142,12297,3372
"2020.01","시도간전출 (명)",231962,45678,12951,10082,13214,6778,9194,5221,3640,48971,8191,7887,12126,6904,11003,13555,12911,3656
"2020.02","총전입 (명)",780471,170587,49369,31388,41003,21373,24741,15309,8900,212602,23144,20845,28358,24287,21529,31464,44995,10577
"2020.02","총전출 (명)",780471,167282,49592,34810,42278,21884,25800,16779,7597,198804,23679,21342,29472,25856,23596,34193,47008,10499
"2020.02","순이동 (명)",0,3305,-223,-3422,-1275,-511,-1059,-1470,1303,13798,-535,-497,-1114,-1569,-2067,-2729,-2013,78
"2020.02","시도내이동-시군구내 (명)",272067,42139,13871,10401,13507,7055,6932,5372,3220,78820,10148,9768,10302,12123,7281,13451,22224,5453
"2020.02","시도내이동-시군구간 전입 (명)",232519,67670,20669,11638,12377,6901,7737,5207,0,61204,4616,2700,5129,5581,5540,5763,8751,1036
"2020.02","시도내이동-시군구간 전출 (명)",232519,67670,20669,11638,12377,6901,7737,5207,0,61204,4616,2700,5129,5581,5540,5763,8751,1036
"2020.02","시도간전입 (명)",275885,60778,14829,9349,15119,7417,10072,4730,5680,72578,8380,8377,12927,6583,8708,12250,14020,4088
"2020.02","시도간전출 (명)",275885,57473,15052,12771,16394,7928,11131,6200,4377,58780,8915,8874,14041,8152,10775,14979,16033,4010
"2020.03","총전입 (명)",766192,164402,47666,36165,41888,22788,21887,13492,6572,214173,22074,22105,26843,23599,22901,31923,38811,8903
"2020.03","총전출 (명)",766192,167806,48065,35181,44279,23235,23210,14811,5826,192318,22746,22830,27850,25269,24927,36640,41934,9265
"2020.03","순이동 (명)",0,-3404,-399,984,-2391,-447,-1323,-1319,746,21855,-672,-725,-1007,-1670,-2026,-4717,-3123,-362
"2020.03","시도내이동-시군구내 (명)",282397,45526,13717,11194,15279,8227,6647,4874,2351,83200,10465,11784,10640,12137,8603,14219,18800,4734
"2020.03","시도내이동-시군구간 전입 (명)",223575,64724,20240,12905,12325,7547,7023,4327,0,58306,3802,2580,4416,5247,5788,5909,7574,862
"2020.03","시도내이동-시군구간 전출 (명)",223575,64724,20240,12905,12325,7547,7023,4327,0,58306,3802,2580,4416,5247,5788,5909,7574,862
"2020.03","시도간전입 (명)",260220,54152,13709,12066,14284,7014,8217,4291,4221,72667,7807,7741,11787,6215,8510,11795,12437,3307
"2020.03","시도간전출 (명)",260220,57556,14108,11082,16675,7461,9540,5610,3475,50812,8479,8466,12794,7885,10536,16512,15560,3669
"2020.04","총전입 (명)",614262,127208,41008,26826,36537,19521,18178,11083,4571,168095,16900,16583,21396,19116,18167,28090,32365,8618
"2020.04","총전출 (명)",614262,134325,41966,28545,38488,19133,18408,11731,4361,147641,17495,17433,22465,20086,19807,29790,34061,8527
"2020.04","순이동 (명)",0,-7117,-958,-1719,-1951,388,-230,-648,210,20454,-595,-850,-1069,-970,-1640,-1700,-1696,91
"2020.04","시도내이동-시군구내 (명)",249856,39658,14082,9516,14576,7252,5697,4029,1741,71930,8582,9150,9426,10607,7931,13867,16780,5032
"2020.04","시도내이동-시군구간 전입 (명)",177011,51015,17187,10619,11337,6659,6080,3808,0,42836,2707,1897,3236,3920,3896,4979,5930,905
"2020.04","시도내이동-시군구간 전출 (명)",177011,51015,17187,10619,11337,6659,6080,3808,0,42836,2707,1897,3236,3920,3896,4979,5930,905
"2020.04","시도간전입 (명)",187395,36535,9739,6691,10624,5610,6401,3246,2830,53329,5611,5536,8734,4589,6340,9244,9655,2681
"2020.04","시도간전출 (명)",187395,43652,10697,8410,12575,5222,6631,3894,2620,32875,6206,6386,9803,5559,7980,10944,11351,2590
"2020.05","총전입 (명)",568965,117734,34761,24351,35727,17022,18244,9939,4017,159073,15922,16664,22339,17710,17043,22122,28774,7523
"2020.05","총전출 (명)",568965,120443,35680,26618,36833,17539,18014,11001,4035,147775,14772,16422,22113,18710,17610,23634,30403,7363
"2020.05","순이동 (명)",0,-2709,-919,-2267,-1106,-517,230,-1062,-18,11298,1150,242,226,-1000,-567,-1512,-1629,160
"2020.05","시도내이동-시군구내 (명)",220568,34487,11218,8647,13812,6104,5920,3587,1410,64472,7758,8627,9625,9622,6576,9909,14681,4113
"2020.05","시도내이동-시군구간 전입 (명)",165424,45752,14934,9802,10720,5893,6068,3449,0,43980,2091,1911,3303,3766,3984,3711,5357,703
"2020.05","시도내이동-시군구간 전출 (명)",165424,45752,14934,9802,10720,5893,6068,3449,0,43980,2091,1911,3303,3766,3984,3711,5357,703
"2020.05","시도간전입 (명)",182973,37495,8609,5902,11195,5025,6256,2903,2607,50621,6073,6126,9411,4322,6483,8502,8736,2707
"2020.05","시도간전출 (명)",182973,40204,9528,8169,12301,5542,6026,3965,2625,39323,4923,5884,9185,5322,7050,10014,10365,2547
"2020.06","총전입 (명)",606947,122292,36788,27178,36022,18435,18653,10630,4598,166937,19094,20531,25941,20423,17919,24641,29426,7439
"2020.06","총전출 (명)",606947,126224,38688,28145,38934,18889,19547,11695,4780,154269,18102,19437,24381,21151,18671,26162,30887,6985
"2020.06","순이동 (명)",0,-3932,-1900,-967,-2912,-454,-894,-1065,-182,12668,992,1094,1560,-728,-752,-1521,-1461,454
"2020.06","시도내이동-시군구내 (명)",232987,35735,11947,9584,13930,6821,6041,3930,1600,64827,9301,10984,10679,11498,7160,10697,14554,3699
"2020.06","시도내이동-시군구간 전입 (명)",175588,46617,16039,10577,10962,6311,6536,3588,0,46981,2815,2156,4385,4043,3874,4349,5617,738
"2020.06","시도내이동-시군구간 전출 (명)",175588,46617,16039,10577,10962,6311,6536,3588,0,46981,2815,2156,4385,4043,3874,4349,5617,738
"2020.06","시도간전입 (명)",198372,39940,8802,7017,11130,5303,6076,3112,2998,55129,6978,7391,10877,4882,6885,9595,9255,3002
"2020.06","시도간전출 (명)",198372,43872,10702,7984,14042,5757,6970,4177,3180,42461,5986,6297,9317,5610,7637,11116,10716,2548
"2020.07","총전입 (명)",582941,115625,36602,26988,35145,16869,17112,9820,5109,165296,17746,17247,22813,20489,18072,22946,27989,7073
"2020.07","총전출 (명)",582941,121544,37691,26876,37000,17230,17945,10763,4428,154006,16661,16684,21779,20756,18817,24780,29434,6547
"2020.07","순이동 (명)",0,-5919,-1089,112,-1855,-361,-833,-943,681,11290,1085,563,1034,-267,-745,-1834,-1445,526
"2020.07","시도내이동-시군구내 (명)",223585,33066,12148,9640,13156,6552,5479,3544,1771,63812,8493,9190,9245,11947,7988,10075,13995,3484
"2020.07","시도내이동-시군구간 전입 (명)",170550,44758,15696,10109,10801,5437,5905,3311,0,48132,2604,1839,3878,3845,3838,4416,5330,651
"2020.07","시도내이동-시군구간 전출 (명)",170550,44758,15696,10109,10801,5437,5905,3311,0,48132,2604,1839,3878,3845,3838,4416,5330,651
"2020.07","시도간전입 (명)",188806,37801,8758,7239,11188,4880,5728,2965,3338,53352,6649,6218,9690,4697,6246,8455,8664,2938
"2020.07","시도간전출 (명)",188806,43720,9847,7127,13043,5241,6561,3908,2657,42062,5564,5655,8656,4964,6991,10289,10109,2412
"2020.08","총전입 (명)",614735,123804,40469,27297,37627,16303,16995,9865,5577,185522,15527,15964,22190,18830,19768,21828,30104,7065
"2020.08","총전출 (명)",614735,131848,41728,26926,40008,16906,17860,11110,4767,168377,14604,15657,22166,19354,20633,24193,32086,6512
"2020.08","순이동 (명)",0,-8044,-1259,371,-2381,-603,-865,-1245,810,17145,923,307,24,-524,-865,-2365,-1982,553
"2020.08","시도내이동-시군구내 (명)",232161,34313,12842,9585,14132,6005,5450,3549,1986,73690,6869,7969,9212,10194,8145,9452,15291,3477
"2020.08","시도내이동-시군구간 전입 (명)",182638,49119,18309,10438,11732,5429,5447,3270,0,51837,2266,1744,3446,3785,5340,4184,5653,639
"2020.08","시도내이동-시군구간 전출 (명)",182638,49119,18309,10438,11732,5429,5447,3270,0,51837,2266,1744,3446,3785,5340,4184,5653,639
"2020.08","시도간전입 (명)",199936,40372,9318,7274,11763,4869,6098,3046,3591,59995,6392,6251,9532,4851,6283,8192,9160,2949
"2020.08","시도간전출 (명)",199936,48416,10577,6903,14144,5472,6963,4291,2781,42850,5469,5944,9508,5375,7148,10557,11142,2396
"2020.09","총전입 (명)",621468,127908,38650,28632,36519,18133,18151,9662,5547,183155,16250,17004,21956,20169,18213,23975,30110,7434
"2020.09","총전출 (명)",621468,137952,39572,29824,37855,18371,18551,10800,4924,167947,15610,16600,21778,20375,18612,24378,31275,7044
"2020.09","순이동 (명)",0,-10044,-922,-1192,-1336,-238,-400,-1138,623,15208,640,404,178,-206,-399,-403,-1165,390
"2020.09","시도내이동-시군구내 (명)",245344,37738,12866,10996,14219,6284,6002,3709,2254,74403,8177,8920,9802,11656,7361,10686,16372,3899
"2020.09","시도내이동-시군구간 전입 (명)",186033,52235,17247,11224,10876,6869,6244,3246,0,51974,2274,2068,3248,3904,4550,4287,5087,700
"2020.09","시도내이동-시군구간 전출 (명)",186033,52235,17247,11224,10876,6869,6244,3246,0,51974,2274,2068,3248,3904,4550,4287,5087,700
"2020.09","시도간전입 (명)",190091,37935,8537,6412,11424,4980,5905,2707,3293,56778,5799,6016,8906,4609,6302,9002,8651,2835
"2020.09","시도간전출 (명)",190091,47979,9459,7604,12760,5218,6305,3845,2670,41570,5159,5612,8728,4815,6701,9405,9816,2445
"2020.10","총전입 (명)",604412,126788,38388,26952,33955,17106,18794,9940,9401,168521,17277,18901,20897,19251,17909,23839,29480,7013
"2020.10","총전출 (명)",604412,137100,39716,29303,34225,17942,20288,10813,6557,157536,16166,18006,20623,19181,17681,23274,29710,6291
"2020.10","순이동 (명)",0,-10312,-1328,-2351,-270,-836,-1494,-873,2844,10985,1111,895,274,70,228,565,-230,722
"2020.10","시도내이동-시군구내 (명)",239644,39063,13008,10674,12588,6322,6713,3741,4158,67881,8612,10387,9027,10601,7528,10406,15276,3659
"2020.10","시도내이동-시군구간 전입 (명)",180759,52281,17459,10728,10118,6365,6584,3441,0,47771,2470,2325,3165,4085,4033,4173,5222,539
"2020.10","시도내이동-시군구간 전출 (명)",180759,52281,17459,10728,10118,6365,6584,3441,0,47771,2470,2325,3165,4085,4033,4173,5222,539
"2020.10","시도간전입 (명)",184009,35444,7921,5550,11249,4419,5497,2758,5243,52869,6195,6189,8705,4565,6348,9260,8982,2815
"2020.10","시도간전출 (명)",184009,45756,9249,7901,11519,5255,6991,3631,2399,41884,5084,5294,8431,4495,6120,8695,9212,2093
"2020.11","총전입 (명)",610204,117563,40683,30151,36104,18019,16951,10809,8039,169893,17736,18625,22288,19500,20556,25795,30357,7135
"2020.11","총전출 (명)",610204,127049,42017,32114,36039,18907,18519,12101,5765,158193,16799,17757,21638,19650,19923,25433,31563,6737
"2020.11","순이동 (명)",0,-9486,-1334,-1963,65,-888,-1568,-1292,2274,11700,937,868,650,-150,633,362,-1206,398
"2020.11","시도내이동-시군구내 (명)",237050,34648,13453,11671,13517,7053,5649,3915,3329,67537,8442,9628,9552,10144,7984,11301,15438,3789
"2020.11","시도내이동-시군구간 전입 (명)",181456,47049,18623,12085,10633,6272,5778,4049,0,48249,2667,2460,3277,4322,5110,4537,5664,681
"2020.11","시도내이동-시군구간 전출 (명)",181456,47049,18623,12085,10633,6272,5778,4049,0,48249,2667,2460,3277,4322,5110,4537,5664,681
"2020.11","시도간전입 (명)",191698,35866,8607,6395,11954,4694,5524,2845,4710,54107,6627,6537,9459,5034,7462,9957,9255,2665
"2020.11","시도간전출 (명)",191698,45352,9941,8358,11889,5582,7092,4137,2436,42407,5690,5669,8809,5184,6829,9595,10461,2267
"2020.12","총전입 (명)",717622,133111,47723,33539,42808,21092,21898,13224,8816,192124,19517,25106,28051,23393,25984,32824,39068,9344
"2020.12","총전출 (명)",717622,144245,50361,36635,42231,22928,23845,14618,6577,179493,18599,23530,27122,23839,24210,31535,39162,8692
"2020.12","순이동 (명)",0,-11134,-2638,-3096,577,-1836,-1947,-1394,2239,12631,918,1576,929,-446,1774,1289,-94,652
"2020.12","시도내이동-시군구내 (명)",263636,36361,15331,12100,14871,7418,7012,4584,3573,72995,8487,12374,11083,11155,9238,13145,18838,5071
"2020.12","시도내이동-시군구간 전입 (명)",211219,52678,21256,12911,13238,7237,7399,4854,0,54355,2944,3836,4417,5830,6185,5850,7313,916
"2020.12","시도내이동-시군구간 전출 (명)",211219,52678,21256,12911,13238,7237,7399,4854,0,54355,2944,3836,4417,5830,6185,5850,7313,916
"2020.12","시도간전입 (명)",242767,44072,11136,8528,14699,6437,7487,3786,5243,64774,8086,8896,12551,6408,10561,13829,12917,3357
"2020.12","시도간전출 (명)",242767,55206,13774,11624,14122,8273,9434,5180,3004,52143,7168,7320,11622,6854,8787,12540,13011,2705
"2021.01","총전입 (명)",633309,114415,42765,29456,33855,20620,20609,13400,8038,170399,17653,20302,24977,20333,22058,28704,36012,9713
"2021.01","총전출 (명)",633309,124855,44537,31595,34324,21594,21146,14144,6216,149255,18450,21205,25706,21142,22369,29732,37269,9770
