"시점","항목",전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원특별자치도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"2017.08","순이동 (명)",0,-8991,-747,-1878,-517,25,-920,-1486,2825,10764,162,13,2010,-811,-1290,-146,-566,1553
"2017.08","시도내이동-시군구내 (명)",239089,41200,12126,9926,13595,6861,5119,3581,2351,66677,7173,8485,11587,9400,7044,14150,16310,3504
"2017.08","시도내이동-시군구간 전입 (명)",179052,51657,16020,10829,10874,5983,5566,3670,0,46998,2512,1915,3734,4073,3673,4592,6251,705
"2017.08","시도내이동-시군구간 전출 (명)",179052,51657,16020,10829,10874,5983,5566,3670,0,46998,2512,1915,3734,4073,3673,4592,6251,705
"2017.08","시도간전입 (명)",210010,40083,12210,6773,12288,5839,6728,3193,5185,55420,6265,6339,11259,5086,6931,10204,12217,3990
"2017.08","시도간전출 (명)",210010,49074,12957,8651,12805,5814,7648,4679,2360,44656,6103,6326,9249,5897,8221,10350,12783,2437
"2017.09","총전입 (명)",590892,120252,34958,26579,33943,16586,16413,11440,5518,172577,15381,15261,23068,16893,16496,27433,30366,7728
"2017.09","총전출 (명)",590892,133583,36416,28440,35324,16753,17155,12397,3450,158654,14980,15102,21619,17334,16892,26465,29827,6501
"2017.09","순이동 (명)",0,-13331,-1458,-1861,-1381,-167,-742,-957,2068,13923,401,159,1449,-441,-396,968,539,1227
"2017.09","시도내이동-시군구내 (명)",236992,39381,11187,9482,13079,6446,5480,4246,1543,73159,7009,7773,10623,8861,6663,13645,14736,3679
"2017.09","시도내이동-시군구간 전입 (명)",167833,47045,14126,11160,9840,5450,5381,4300,0,45871,2420,1750,3139,3649,3529,4260,5191,722
"2017.09","시도내이동-시군구간 전출 (명)",167833,47045,14126,11160,9840,5450,5381,4300,0,45871,2420,1750,3139,3649,3529,4260,5191,722
"2017.09","시도간전입 (명)",186067,33826,9645,5937,11024,4690,5552,2894,3975,53547,5952,5738,9306,4383,6304,9528,10439,3327
"2017.09","시도간전출 (명)",186067,47157,11103,7798,12405,4857,6294,3851,1907,39624,5551,5579,7857,4824,6700,8560,9900,2100
"2017.10","총전입 (명)",528635,109323,29670,27594,31642,14974,14866,11057,5820,147785,14119,13354,19693,14990,15183,23102,28356,7107
"2017.10","총전출 (명)",528635,120064,34419,28787,31514,15138,16105,11318,3365,137313,13632,13116,18413,15565,15405,22517,26171,5793
"2017.10","순이동 (명)",0,-10741,-4749,-1193,128,-164,-1239,-261,2455,10472,487,238,1280,-575,-222,585,2185,1314
"2017.10","시도내이동-시군구내 (명)",212708,37469,10072,10468,12189,5885,4962,4377,1766,62129,6473,6747,8587,7636,6318,10931,13382,3317
"2017.10","시도내이동-시군구간 전입 (명)",152209,42714,12967,11611,9272,4757,4762,3789,0,40052,2349,1524,2753,3327,3167,3827,4658,680
"2017.10","시도내이동-시군구간 전출 (명)",152209,42714,12967,11611,9272,4757,4762,3789,0,40052,2349,1524,2753,3327,3167,3827,4658,680
"2017.10","시도간전입 (명)",163718,29140,6631,5515,10181,4332,5142,2891,4054,45604,5297,5083,8353,4027,5698,8344,10316,3110
"2017.10","시도간전출 (명)",163718,39881,11380,6708,10053,4496,6381,3152,1599,35132,4810,4845,7073,4602,5920,7759,8131,1796
"2017.11","총전입 (명)",597466,114057,33845,32466,35420,17362,16522,11724,6252,164794,19835,15944,23385,18866,18721,26795,32808,8670
"2017.11","총전출 (명)",597466,128744,37390,33341,35701,17986,18273,12307,3651,151095,18306,15352,22073,19331,18570,26371,31429,7546
"2017.11","순이동 (명)",0,-14687,-3545,-875,-281,-624,-1751,-583,2601,13699,1529,592,1312,-465,151,424,1379,1124
"2017.11","시도내이동-시군구내 (명)",237646,37895,11482,11949,13513,6577,5493,4435,1794,66813,9208,7810,10675,9649,7450,12198,16232,4473
"2017.11","시도내이동-시군구간 전입 (명)",172439,44228,14320,13832,10726,5781,5535,4233,0,45041,3510,1838,3316,4487,4246,4805,5678,863
"2017.11","시도내이동-시군구간 전출 (명)",172439,44228,14320,13832,10726,5781,5535,4233,0,45041,3510,1838,3316,4487,4246,4805,5678,863
"2017.11","시도간전입 (명)",187381,31934,8043,6685,11181,5004,5494,3056,4458,52940,7117,6296,9394,4730,7025,9792,10898,3334
"2017.11","시도간전출 (명)",187381,46621,11588,7560,11462,5628,7245,3639,1857,39241,5588,5704,8082,5195,6874,9368,9519,2210
"2017.12","총전입 (명)",615250,111705,34046,28235,36138,17089,18301,11977,7115,165766,21160,17891,23237,23902,24976,28310,36498,8904
"2017.12","총전출 (명)",615250,126423,37752,29649,36128,19758,20584,12412,4056,152802,20021,17438,21923,22914,22532,27957,35017,7884
"2017.12","순이동 (명)",0,-14718,-3706,-1414,10,-2669,-2283,-435,3059,12964,1139,453,1314,988,2444,353,1481,1020
"2017.12","시도내이동-시군구내 (명)",228074,33102,10845,9358,12946,6374,5739,4126,1909,64186,9321,8728,9053,9545,8198,12268,17514,4862
"2017.12","시도내이동-시군구간 전입 (명)",177230,43541,14166,11401,10975,5451,5894,4299,0,45472,4145,2223,3398,7025,6615,5027,6764,834
"2017.12","시도내이동-시군구간 전출 (명)",177230,43541,14166,11401,10975,5451,5894,4299,0,45472,4145,2223,3398,7025,6615,5027,6764,834
"2017.12","시도간전입 (명)",209946,35062,9035,7476,12217,5264,6668,3552,5206,56108,7694,6940,10786,7332,10163,11015,12220,3208
"2017.12","시도간전출 (명)",209946,49780,12741,8890,12207,7933,8951,3987,2147,43144,6555,6487,9472,6344,7719,10662,10739,2188
"2018.01","총전입 (명)",662283,119120,35923,28490,42813,20458,20467,13415,7436,178928,21088,19100,27368,23420,22457,29327,39383,13090
"2018.01","총전출 (명)",662283,126275,38872,29154,40930,20319,21511,14162,4557,164821,22708,19359,26298,25710,24787,31382,39386,12052
"2018.01","순이동 (명)",0,-7155,-2949,-664,1883,139,-1044,-747,2879,14107,-1620,-259,1070,-2290,-2330,-2055,-3,1038
"2018.01","시도내이동-시군구내 (명)",233888,30349,10165,8540,14582,6876,5628,4418,1892,65351,8954,9149,10501,11038,8218,12141,18375,7711
"2018.01","시도내이동-시군구간 전입 (명)",190997,44471,14851,10805,13212,6319,6180,4674,0,51625,4645,2370,4485,6472,5924,5948,7805,1211
"2018.01","시도내이동-시군구간 전출 (명)",190997,44471,14851,10805,13212,6319,6180,4674,0,51625,4645,2370,4485,6472,5924,5948,7805,1211
"2018.01","시도간전입 (명)",237398,44300,10907,9145,15019,7263,8659,4323,5544,61952,7489,7581,12382,5910,8315,11238,13203,4168
"2018.01","시도간전출 (명)",237398,51455,13856,9809,13136,7124,9703,5070,2665,47845,9109,7840,11312,8200,10645,13293,13206,3130
"2018.02","총전입 (명)",697706,135440,39119,30043,43227,19797,20144,13003,9837,193015,20077,19384,28396,25288,21302,29749,38428,11457
"2018.02","총전출 (명)",697706,142674,40397,30886,42812,20775,22463,14550,5140,177473,21543,19052,27741,27010,22799,32143,39788,10460
"2018.02","순이동 (명)",0,-7234,-1278,-843,415,-978,-2319,-1547,4697,15542,-1466,332,655,-1722,-1497,-2394,-1360,997
"2018.02","시도내이동-시군구내 (명)",237290,33802,10459,9231,14611,6604,5297,3958,2463,67120,8188,8528,10969,12816,7556,12172,17479,6037
"2018.02","시도내이동-시군구간 전입 (명)",206721,52357,15891,10764,13965,6084,5927,4722,0,59312,4382,2609,4633,6103,5292,5816,7854,1010
"2018.02","시도내이동-시군구간 전출 (명)",206721,52357,15891,10764,13965,6084,5927,4722,0,59312,4382,2609,4633,6103,5292,5816,7854,1010
"2018.02","시도간전입 (명)",253695,49281,12769,10048,14651,7109,8920,4323,7374,66583,7507,8247,12794,6369,8454,11761,13095,4410
"2018.02","시도간전출 (명)",253695,56515,14047,10891,14236,8087,11239,5870,2677,51041,8973,7915,12139,8091,9951,14155,14455,3413
"2018.03","총전입 (명)",707829,144160,42516,28106,43841,20144,19083,12100,7957,192019,21369,21672,27896,25393,22567,30290,38478,10238
"2018.03","총전출 (명)",707829,152138,44725,29525,44621,21431,20911,13471,5079,177098,21235,21085,26562,26575,23022,31796,39453,9102
"2018.03","순이동 (명)",0,-7978,-2209,-1419,-780,-1287,-1828,-1371,2878,14921,134,587,1334,-1182,-455,-1506,-975,1136
"2018.03","시도내이동-시군구내 (명)",261352,41784,13161,9298,15851,7301,5478,3975,2440,72256,9046,10752,11171,13316,8161,13662,18431,5269
"2018.03","시도내이동-시군구간 전입 (명)",202597,53995,17791,10553,13774,6140,5700,4215,0,54436,4156,2701,4190,5801,5367,5397,7465,916
"2018.03","시도내이동-시군구간 전출 (명)",202597,53995,17791,10553,13774,6140,5700,4215,0,54436,4156,2701,4190,5801,5367,5397,7465,916
"2018.03","시도간전입 (명)",243880,48381,11564,8255,14216,6703,7905,3910,5517,65327,8167,8219,12535,6276,9039,11231,12582,4053
"2018.03","시도간전출 (명)",243880,56359,13773,9674,14996,7990,9733,5281,2639,50406,8033,7632,11201,7458,9494,12737,13557,2917
"2018.04","총전입 (명)",593767,117443,34794,24869,37290,17070,16239,10358,8808,162039,17163,17325,24497,21353,17929,26713,31844,8033
"2018.04","총전출 (명)",593767,127510,37164,26028,36772,18307,17985,11419,5170,149259,17681,16899,23331,22109,17630,27152,32295,7056
"2018.04","순이동 (명)",0,-10067,-2370,-1159,518,-1237,-1746,-1061,3638,12780,-518,426,1166,-756,299,-439,-451,977
"2018.04","시도내이동-시군구내 (명)",231928,37251,11840,8785,13540,6747,5131,3672,3280,63130,7772,8603,10709,11869,6444,12897,16129,4129
"2018.04","시도내이동-시군구간 전입 (명)",167570,44104,14538,9557,11700,5398,4861,3576,0,45570,3019,2339,3565,4508,3891,4379,5866,699
"2018.04","시도내이동-시군구간 전출 (명)",167570,44104,14538,9557,11700,5398,4861,3576,0,45570,3019,2339,3565,4508,3891,4379,5866,699
"2018.04","시도간전입 (명)",194269,36088,8416,6527,12050,4925,6247,3110,5528,53339,6372,6383,10223,4976,7594,9437,9849,3205
"2018.04","시도간전출 (명)",194269,46155,10786,7686,11532,6162,7993,4171,1890,40559,6890,5957,9057,5732,7295,9876,10300,2228
"2018.05","총전입 (명)",599570,117278,37839,27231,36824,17926,17019,10575,6498,166629,16936,16609,24676,20119,17321,25336,32543,8211
"2018.05","총전출 (명)",599570,128576,40348,28667,36670,18615,18215,11561,4171,152815,16855,15971,23793,20729,17621,25583,32195,7185
"2018.05","순이동 (명)",0,-11298,-2509,-1436,154,-689,-1196,-986,2327,13814,81,638,883,-610,-300,-247,348,1026
"2018.05","시도내이동-시군구내 (명)",238974,37789,13226,10338,13793,6985,5543,3838,2332,66811,8097,8374,11581,10965,6727,11891,16645,4039
"2018.05","시도내이동-시군구간 전입 (명)",171097,44965,16279,10428,11177,5922,5686,3736,0,46114,2734,1826,3605,4423,3624,4103,5639,836
"2018.05","시도내이동-시군구간 전출 (명)",171097,44965,16279,10428,11177,5922,5686,3736,0,46114,2734,1826,3605,4423,3624,4103,5639,836
"2018.05","시도간전입 (명)",189499,34524,8334,6465,11854,5019,5790,3001,4166,53704,6105,6409,9490,4731,6970,9342,10259,3336
"2018.05","시도간전출 (명)",189499,45822,10843,7901,11700,5708,6986,3987,1839,39890,6024,5771,8607,5341,7270,9589,9911,2310
"2018.06","총전입 (명)",543797,109139,31839,25197,32648,16660,16263,9605,7023,149992,14585,13981,23755,17201,15526,23041,30109,7233
"2018.06","총전출 (명)",543797,117661,34332,25648,32554,16695,16837,10924,4498,136387,14810,14062,23147,18460,16939,24010,30366,6467
"2018.06","순이동 (명)",0,-8522,-2493,-451,94,-35,-574,-1319,2525,13605,-225,-81,608,-1259,-1413,-969,-257,766
"2018.06","시도내이동-시군구내 (명)",216933,34913,10492,9325,12221,6220,5099,3497,2730,60560,6766,6946,11727,9107,6461,11086,16090,3693
"2018.06","시도내이동-시군구간 전입 (명)",152579,41629,13950,9560,9753,5277,5489,3351,0,39801,2448,1667,3187,3899,3133,3691,5070,674
"2018.06","시도내이동-시군구간 전출 (명)",152579,41629,13950,9560,9753,5277,5489,3351,0,39801,2448,1667,3187,3899,3133,3691,5070,674
"2018.06","시도간전입 (명)",174285,32597,7397,6312,10674,5163,5675,2757,4293,49631,5371,5368,8841,4195,5932,8264,8949,2866
"2018.06","시도간전출 (명)",174285,41119,9890,6763,10580,5198,6249,4076,1768,36026,5596,5449,8233,5454,7345,9233,9206,2100
"2018.07","총전입 (명)",568604,112580,33669,24368,32372,17701,18149,10120,7101,159655,17393,15097,23667,17971,16616,23027,31145,7973
"2018.07","총전출 (명)",568604,121981,36040,25312,33017,17392,18248,11135,4954,144748,17704,14754,23416,19355,17929,24148,31427,7044
"2018.07","순이동 (명)",0,-9401,-2371,-944,-645,309,-99,-1015,2147,14907,-311,343,251,-1384,-1313,-1121,-282,929
"2018.07","시도내이동-시군구내 (명)",218934,34265,11119,9021,11938,6334,5677,3747,2707,60706,8592,6913,11082,9571,6608,10751,16006,3897
"2018.07","시도내이동-시군구간 전입 (명)",161972,43135,14563,8979,9405,5661,5921,3375,0,45172,2855,1955,3309,4058,3522,3695,5606,761
"2018.07","시도내이동-시군구간 전출 (명)",161972,43135,14563,8979,9405,5661,5921,3375,0,45172,2855,1955,3309,4058,3522,3695,5606,761
"2018.07","시도간전입 (명)",187698,35180,7987,6368,11029,5706,6551,2998,4394,53777,5946,6229,9276,4342,6486,8581,9533,3315
"2018.07","시도간전출 (명)",187698,44581,10358,7312,11674,5397,6650,4013,2247,38870,6257,5886,9025,5726,7799,9702,9815,2386
"2018.08","총전입 (명)",592108,117300,33825,25783,31146,18135,18280,10043,7490,171979,16510,16365,23523,18869,18159,24663,32010,8028
"2018.08","총전출 (명)",592108,126268,35865,27367,32260,18102,19199,11223,4782,155741,16925,16302,22710,20130,19723,25616,32641,7254
"2018.08","순이동 (명)",0,-8968,-2040,-1584,-1114,33,-919,-1180,2708,16238,-415,63,813,-1261,-1564,-953,-631,774
"2018.08","시도내이동-시군구내 (명)",220591,34430,10141,9095,10991,6489,5545,3308,2520,64707,7802,7895,10008,9652,7244,10840,16131,3793
"2018.08","시도내이동-시군구간 전입 (명)",169898,44057,14686,9843,8840,5620,5883,3435,0,50075,2712,2118,3405,4368,4111,4236,5760,749
"2018.08","시도내이동-시군구간 전출 (명)",169898,44057,14686,9843,8840,5620,5883,3435,0,50075,2712,2118,3405,4368,4111,4236,5760,749
"2018.08","시도간전입 (명)",201619,38813,8998,6845,11315,6026,6852,3300,4970,57197,5996,6352,10110,4849,6804,9587,10119,3486
"2018.08","시도간전출 (명)",201619,47781,11038,8429,12429,5993,7771,4480,2262,40959,6411,6289,9297,6110,8368,10540,10750,2712
"2018.09","총전입 (명)",462112,92262,25264,22128,24293,14792,13023,7346,6082,135423,13650,14140,18078,14529,13200,19071,22885,5946
"2018.09","총전출 (명)",462112,100223,26627,23135,24939,14607,13820,8205,3816,123587,13450,13837,17716,15230,14539,19312,23590,5479
"2018.09","순이동 (명)",0,-7961,-1363,-1007,-646,185,-797,-859,2266,11836,200,303,362,-701,-1339,-241,-705,467
"2018.09","시도내이동-시군구내 (명)",179201,28048,7723,8159,8673,5467,4076,2607,2212,53474,6677,7809,8101,7745,5229,8645,11471,3085
"2018.09","시도내이동-시군구간 전입 (명)",132005,34843,10993,8835,6963,4823,4190,2521,0,38365,2132,1549,2627,3198,3057,3193,4226,490
"2018.09","시도내이동-시군구간 전출 (명)",132005,34843,10993,8835,6963,4823,4190,2521,0,38365,2132,1549,2627,3198,3057,3193,4226,490
"2018.09","시도간전입 (명)",150906,29371,6548,5134,8657,4502,4757,2218,3870,43584,4841,4782,7350,3586,4914,7233,7188,2371
"2018.09","시도간전출 (명)",150906,37332,7911,6141,9303,4317,5554,3077,1604,31748,4641,4479,6988,4287,6253,7474,7893,1904
"2018.10","총전입 (명)",637160,132111,35078,29869,36525,20268,18023,10065,6600,183701,17767,23688,22865,18628,17881,25756,30481,7854
"2018.10","총전출 (명)",637160,142818,37450,31250,36810,20280,19255,10899,4494,168821,17746,22666,22029,19491,18626,26012,31096,7417
"2018.10","순이동 (명)",0,-10707,-2372,-1381,-285,-12,-1232,-834,2106,14880,21,1022,836,-863,-745,-256,-615,437
"2018.10","시도내이동-시군구내 (명)",257947,43557,11772,11389,13337,7934,5901,3539,2267,75636,9237,14519,9767,10104,7266,12026,15377,4319
"2018.10","시도내이동-시군구간 전입 (명)",181064,50831,15188,11833,10810,6521,5992,3422,0,50221,2468,2313,3404,3811,3642,4283,5601,724
"2018.10","시도내이동-시군구간 전출 (명)",181064,50831,15188,11833,10810,6521,5992,3422,0,50221,2468,2313,3404,3811,3642,4283,5601,724
"2018.10","시도간전입 (명)",198149,37723,8118,6647,12378,5813,6130,3104,4333,57844,6062,6856,9694,4713,6973,9447,9503,2811
"2018.10","시도간전출 (명)",198149,48430,10490,8028,12663,5825,7362,3938,2227,42964,6041,5834,8858,5576,7718,9703,10118,2374
"2018.11","총전입 (명)",614814,125350,32578,27042,37219,18556,17536,10561,5485,176460,20066,20000,23800,19302,18899,25203,29139,7618
"2018.11","총전출 (명)",614814,136685,34612,28238,37203,19472,18642,11433,4006,162919,19674,19421,22797,20203,18218,24594,29338,7359
"2018.11","순이동 (명)",0,-11335,-2034,-1196,16,-916,-1106,-872,1479,13541,392,579,1003,-901,681,609,-199,259
"2018.11","시도내이동-시군구내 (명)",248734,40774,10503,10347,14037,7343,6077,4132,1803,71824,11408,11621,11027,10751,6905,11019,14812,4351
"2018.11","시도내이동-시군구간 전입 (명)",176386,49008,14430,10180,11034,6005,5911,3561,0,49289,2709,2289,3440,4039,4217,4400,5179,695
"2018.11","시도내이동-시군구간 전출 (명)",176386,49008,14430,10180,11034,6005,5911,3561,0,49289,2709,2289,3440,4039,4217,4400,5179,695
"2018.11","시도간전입 (명)",189694,35568,7645,6515,12148,5208,5548,2868,3682,55347,5949,6090,9333,4512,7777,9784,9148,2572
"2018.11","시도간전출 (명)",189694,46903,9679,7711,12132,6124,6654,3740,2203,41806,5557,5511,8330,5413,7096,9175,9347,2313
"2018.12","총전입 (명)",617349,117524,33651,28032,35441,17385,18653,10731,6116,171875,19794,21525,23784,21251,22527,27270,33269,8521
"2018.12","총전출 (명)",617349,127128,36422,30190,35118,19113,20546,11594,4333,157952,19921,20329,22681,22095,20581,26923,33949,8474
"2018.12","순이동 (명)",0,-9604,-2771,-2158,323,-1728,-1893,-863,1783,13923,-127,1196,1103,-844,1946,347,-680,47
"2018.12","시도내이동-시군구내 (명)",230909,33818,9939,9949,12418,6237,6018,3863,1804,66896,10479,11077,9612,9394,6587,11048,16703,5067
"2018.12","시도내이동-시군구간 전입 (명)",178348,45401,15012,10807,10611,5396,6108,3550,0,48051,2808,2948,3560,6338,5787,4836,6277,858
"2018.12","시도내이동-시군구간 전출 (명)",178348,45401,15012,10807,10611,5396,6108,3550,0,48051,2808,2948,3560,6338,5787,4836,6277,858
"2018.12","시도간전입 (명)",208092,38305,8700,7276,12412,5752,6527,3318,4312,56928,6507,7500,10612,5519,10153,11386,10289,2596
"2018.12","시도간전출 (명)",208092,47909,11471,9434,12089,7480,8420,4181,2529,43005,6634,6304,9509,6363,8207,11039,10969,2549
