"행정구역(시군구)별","성별","연령별","항목","단위","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"경기도","여자","75 - 79세","순이동[명]","명","1711","1417","1381","944","860","716","726","497","968","845","503","739","520","1154","1520","1318","1972","1377","1660","1556",
"경기도","여자","80세이상","순이동[명]","명","1751","1347","1186","1183","1301","1114","1159","938","1129","1184","885","945","771","1914","2233","1864","2977","2472","2384","3262",
"경기도","여자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","19745","17502","12733","17106","21120","15318","20556","18840","27409","23766",
"강원특별자치도","계","계","순이동[명]","명","-17181","-13063","-8342","-11473","-9560","-6146","1310","1818","555","4653","712","2986","2085","4773","1892","2035","-3854","1661","5457","6681",
"강원특별자치도","계","0 - 4세","순이동[명]","명","-869","-503","54","-158","-232","5","329","571","204","57","263","304","608","386","315","216","205","561","727","399",
"강원특별자치도","계","5 - 9세","순이동[명]","명","-608","-602","-345","-557","-311","-91","128","307","207","174","98","144","153","285","299","8","22","304","431","524",
"강원특별자치도","계","10 - 14세","순이동[명]","명","-882","-1087","-783","-753","-541","-468","-246","-150","-187","17","-153","-208","-266","-77","-135","-242","-224","-90","64","19",
"강원특별자치도","계","15 - 19세","순이동[명]","명","-1865","-1244","-1031","-1071","-760","-644","86","347","148","1682","904","1109","930","410","238","132","-8","171","-272","-12",
"강원특별자치도","계","20 - 24세","순이동[명]","명","-6144","-3297","-3361","-3942","-3792","-2936","-871","-2018","-1060","-289","-1549","-1072","-1547","-419","-2741","-1849","-3381","-2805","-3006","-2939",
"강원특별자치도","계","25 - 29세","순이동[명]","명","-4317","-3784","-2957","-3713","-3712","-3629","-2603","-2356","-2894","-2532","-3113","-2398","-2539","-2012","-2683","-2599","-3859","-2846","-1823","-1635",
"강원특별자치도","계","30 - 34세","순이동[명]","명","-1288","-899","-265","-734","-970","-455","-28","490","-192","1","-300","-75","-205","185","193","-89","-737","76","383","261",
"강원특별자치도","계","35 - 39세","순이동[명]","명","-566","-658","-152","-445","-29","247","583","864","659","651","509","471","588","675","583","435","262","814","927","1020",
"강원특별자치도","계","40 - 44세","순이동[명]","명","-544","-523","-91","-456","-75","50","298","449","379","643","309","314","279","583","447","265","34","344","611","874",
"강원특별자치도","계","45 - 49세","순이동[명]","명","-53","-92","226","66","303","367","1064","747","645","940","527","679","695","610","812","775","300","570","996","955",
"강원특별자치도","계","50 - 54세","순이동[명]","명","21","152","340","344","347","535","845","1005","783","1093","918","1098","904","1182","1312","1179","745","1025","1478","1589",
"강원특별자치도","계","55 - 59세","순이동[명]","명","91","-35","313","244","249","502","643","645","718","1017","941","1031","1048","1328","1533","1640","1243","1562","1607","1923",
"강원특별자치도","계","60 - 64세","순이동[명]","명","66","108","216","125","140","408","570","616","621","688","574","753","751","904","1131","1217","1041","1287","1726","2062",
"강원특별자치도","계","65 - 69세","순이동[명]","명","1","-125","-127","-24","-17","57","428","370","296","356","436","511","462","521","497","505","531","615","954","985",
"강원특별자치도","계","70 - 74세","순이동[명]","명","-138","-150","-138","-156","-42","-26","125","31","157","244","220","201","198","249","262","268","172","199","415","455",
"강원특별자치도","계","75 - 79세","순이동[명]","명","-85","-204","-118","-168","-91","-71","1","5","104","-25","116","96","49","-7","-59","148","-36","-34","184","141",
"강원특별자치도","계","80세이상","순이동[명]","명","-1","-120","-123","-75","-27","3","-42","-105","-33","-64","12","28","-23","-30","-112","26","-164","-92","55","60",
"강원특별자치도","계","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-5109","-3418","-4248","-2293","-5196","-4531","-8033","-5459","-4655","-4262",
"강원특별자치도","남자","계","순이동[명]","명","-8007","-4865","-3433","-5124","-4274","-2528","2022","1431","1281","3171","942","2545","2113","4002","701","1533","-1872","1244","3787","3382",
"강원특별자치도","남자","0 - 4세","순이동[명]","명","-324","-413","-16","-12","-117","75","161","337","99","44","143","200","297","150","97","178","111","256","417","232",
"강원특별자치도","남자","5 - 9세","순이동[명]","명","-353","-210","-174","-272","-64","-61","47","195","188","121","72","85","39","91","146","39","1","190","218","288",
"강원특별자치도","남자","10 - 14세","순이동[명]","명","-469","-517","-375","-348","-303","-219","-27","-134","-50","-3","-5","-174","-161","-43","-62","-88","-154","-52","65","92",
"강원특별자치도","남자","15 - 19세","순이동[명]","명","-559","-465","-343","-371","-207","-206","231","348","179","829","578","666","633","281","239","90","87","165","20","87",
"강원특별자치도","남자","20 - 24세","순이동[명]","명","-2634","-284","-949","-1293","-1224","-826","805","-579","659","1008","110","758","464","1619","-808","11","-1068","-505","-362","-654",
"강원특별자치도","남자","25 - 29세","순이동[명]","명","-2908","-2352","-2187","-2623","-2616","-2530","-1909","-1736","-2051","-1842","-2160","-1689","-1814","-1479","-2343","-2084","-2840","-2205","-1269","-1707",
"강원특별자치도","남자","30 - 34세","순이동[명]","명","-745","-436","-160","-367","-544","-280","-109","184","-163","-122","-319","-150","-268","-109","-78","-350","-582","-241","55","-84",
"강원특별자치도","남자","35 - 39세","순이동[명]","명","-155","-158","91","-182","-67","154","383","566","321","372","198","255","298","285","208","250","67","354","370","472",
"강원특별자치도","남자","40 - 44세","순이동[명]","명","-135","-144","107","-258","115","76","224","323","298","484","215","189","211","413","252","204","142","218","237","383",
"강원특별자치도","남자","45 - 49세","순이동[명]","명","31","-62","158","161","157","222","644","502","400","615","334","415","475","374","385","448","192","191","506","425",
"강원특별자치도","남자","50 - 54세","순이동[명]","명","51","144","214","219","213","290","436","514","406","503","465","596","513","614","705","589","380","558","804","811",
"강원특별자치도","남자","55 - 59세","순이동[명]","명","110","71","219","175","186","323","377","369","320","460","525","501","556","705","831","908","638","895","801","929",
"강원특별자치도","남자","60 - 64세","순이동[명]","명","85","152","146","93","172","293","362","324","346","386","343","499","458","589","652","762","667","872","999","1164",
"강원특별자치도","남자","65 - 69세","순이동[명]","명","58","-26","-8","77","84","159","264","222","216","160","282","260","287","326","331","326","376","376","594","587",
"강원특별자치도","남자","70 - 74세","순이동[명]","명","-7","-60","-47","-37","-3","71","126","34","90","119","116","100","110","141","168","162","161","155","231","260",
"강원특별자치도","남자","75 - 79세","순이동[명]","명","-39","-50","-37","-38","-10","-34","-2","7","72","15","51","24","24","30","12","87","0","42","82","92",
"강원특별자치도","남자","80세이상","순이동[명]","명","-14","-55","-72","-48","-46","-35","9","-45","-49","22","-6","10","-9","15","-34","1","-50","-25","19","5",
"강원특별자치도","남자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-2450","-1082","-1607","-23","-3192","-2453","-4485","-2836","-1585","-2330",
"강원특별자치도","여자","계","순이동[명]","명","-9174","-8198","-4909","-6349","-5286","-3618","-712","387","-726","1482","-230","441","-28","771","1191","502","-1982","417","1670","3299",
"강원특별자치도","여자","0 - 4세","순이동[명]","명","-545","-90","70","-146","-115","-70","168","234","105","13","120","104","311","236","218","38","94","305","310","167",
"강원특별자치도","여자","5 - 9세","순이동[명]","명","-255","-392","-171","-285","-247","-30","81","112","19","53","26","59","114","194","153","-31","21","114","213","236",
"강원특별자치도","여자","10 - 14세","순이동[명]","명","-413","-570","-408","-405","-238","-249","-219","-16","-137","20","-148","-34","-105","-34","-73","-154","-70","-38","-1","-73",
"강원특별자치도","여자","15 - 19세","순이동[명]","명","-1306","-779","-688","-700","-553","-438","-145","-1","-31","853","326","443","297","129","-1","42","-95","6","-292","-99",
"강원특별자치도","여자","20 - 24세","순이동[명]","명","-3510","-3013","-2412","-2649","-2568","-2110","-1676","-1439","-1719","-1297","-1659","-1830","-2011","-2038","-1933","-1860","-2313","-2300","-2644","-2285",
"강원특별자치도","여자","25 - 29세","순이동[명]","명","-1409","-1432","-770","-1090","-1096","-1099","-694","-620","-843","-690","-953","-709","-725","-533","-340","-515","-1019","-641","-554","72",
"강원특별자치도","여자","30 - 34세","순이동[명]","명","-543","-463","-105","-367","-426","-175","81","306","-29","123","19","75","63","294","271","261","-155","317","328","345",
"강원특별자치도","여자","35 - 39세","순이동[명]","명","-411","-500","-243","-263","38","93","200","298","338","279","311","216","290","390","375","185","195","460","557","548",
"강원특별자치도","여자","40 - 44세","순이동[명]","명","-409","-379","-198","-198","-190","-26","74","126","81","159","94","125","68","170","195","61","-108","126","374","491",
"강원특별자치도","여자","45 - 49세","순이동[명]","명","-84","-30","68","-95","146","145","420","245","245","325","193","264","220","236","427","327","108","379","490","530",
"강원특별자치도","여자","50 - 54세","순이동[명]","명","-30","8","126","125","134","245","409","491","377","590","453","502","391","568","607","590","365","467","674","778",
"강원특별자치도","여자","55 - 59세","순이동[명]","명","-19","-106","94","69","63","179","266","276","398","557","416","530","492","623","702","732","605","667","806","994",
"강원특별자치도","여자","60 - 64세","순이동[명]","명","-19","-44","70","32","-32","115","208","292","275","302","231","254","293","315","479","455","374","415","727","898",
"강원특별자치도","여자","65 - 69세","순이동[명]","명","-57","-99","-119","-101","-101","-102","164","148","80","196","154","251","175","195","166","179","155","239","360","398",
"강원특별자치도","여자","70 - 74세","순이동[명]","명","-131","-90","-91","-119","-39","-97","-1","-3","67","125","104","101","88","108","94","106","11","44","184","195",
"강원특별자치도","여자","75 - 79세","순이동[명]","명","-46","-154","-81","-130","-81","-37","3","-2","32","-40","65","72","25","-37","-71","61","-36","-76","102","49",
"강원특별자치도","여자","80세이상","순이동[명]","명","13","-65","-51","-27","19","38","-51","-60","16","-86","18","18","-14","-45","-78","25","-114","-67","36","55",
"강원특별자치도","여자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-2659","-2336","-2641","-2270","-2004","-2078","-3548","-2623","-3070","-1932",
"충청북도","계","계","순이동[명]","명","-8202","-6081","-5817","-4708","1750","5692","6913","2521","5964","8079","4641","3113","2367","1438","5011","2262","5149","2565","3454","3462",
"충청북도","계","0 - 4세","순이동[명]","명","-86","194","59","-26","668","867","895","253","590","530","-42","-15","-116","-316","44","-250","-8","117","111","-53",
"충청북도","계","5 - 9세","순이동[명]","명","-154","-42","-133","-152","362","436","494","316","290","447","184","-80","-233","-328","166","-185","128","98","189","132",
"충청북도","계","10 - 14세","순이동[명]","명","-413","-398","-256","-127","142","212","179","-9","117","261","250","-97","-246","-466","32","-118","90","172","138","-54",
"충청북도","계","15 - 19세","순이동[명]","명","134","-238","-789","-312","-73","83","192","-396","-29","-253","-239","-194","94","-232","-58","44","-283","-38","-415","-396",
"충청북도","계","20 - 24세","순이동[명]","명","-3419","-3222","-3084","-2438","-2097","-1033","-1190","-1111","-1171","-986","-1111","-976","-705","-831","-1430","-1340","-1462","-1985","-2636","-2537",
"충청북도","계","25 - 29세","순이동[명]","명","-3336","-3132","-2441","-2927","-1899","-983","-526","-1304","-479","-574","-846","-915","-876","-375","-707","-877","-187","-806","-205","-53",
"충청북도","계","30 - 34세","순이동[명]","명","-734","-237","-345","-312","727","953","966","394","756","1176","618","308","82","-182","305","-156","419","27","110","148",
"충청북도","계","35 - 39세","순이동[명]","명","-428","78","136","13","731","1021","1046","670","1198","1129","553","313","152","115","364","119","671","420","243","209",
"충청북도","계","40 - 44세","순이동[명]","명","61","87","114","225","625","829","883","473","731","1080","702","516","199","27","589","174","684","394","637","267",
"충청북도","계","45 - 49세","순이동[명]","명","161","343","269","256","822","878","987","849","956","1108","954","667","673","312","700","557","772","643","527","700",
"충청북도","계","50 - 54세","순이동[명]","명","159","237","195","458","620","716","892","669","961","1128","1212","992","976","964","1177","909","1038","904","1186","917",
"충청북도","계","55 - 59세","순이동[명]","명","65","315","349","480","495","779","714","602","795","952","1098","1106","1048","1212","1628","1322","1206","1124","1301","1446",
"충청북도","계","60 - 64세","순이동[명]","명","108","106","272","196","435","346","630","405","613","955","540","720","597","822","1089","1226","1105","773","1230","1461",
"충청북도","계","65 - 69세","순이동[명]","명","7","5","46","119","184","309","506","360","410","556","358","473","389","438","506","480","451","424","614","758",
"충청북도","계","70 - 74세","순이동[명]","명","-101","-39","-23","28","63","171","173","209","244","301","255","229","243","198","355","232","330","163","256","213",
"충청북도","계","75 - 79세","순이동[명]","명","-105","-89","-58","-54","22","52","45","124","65","132","78","93","19","91","143","111","196","60","137","175",
"충청북도","계","80세이상","순이동[명]","명","-121","-49","-128","-135","-77","56","27","17","-83","137","77","-27","71","-11","108","14","-1","75","31","129",
"충청북도","계","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-1366","-1573","-1306","-1380","-1993","-2235","-1386","-2793","-2998","-2676",
"충청북도","남자","계","순이동[명]","명","-4045","-2559","-1955","-1259","1338","3349","3838","2310","3487","4710","2886","2001","2041","1532","3528","1985","4524","2668","2866","2680",
"충청북도","남자","0 - 4세","순이동[명]","명","-57","122","-7","24","267","466","467","141","355","299","-118","3","-45","-136","43","-181","-74","45","94","-24",
"충청북도","남자","5 - 9세","순이동[명]","명","-68","-54","-52","-56","138","245","252","178","184","221","116","-41","-122","-116","93","-125","67","72","144","81",
"충청북도","남자","10 - 14세","순이동[명]","명","-218","-171","-146","-94","120","183","85","25","70","130","96","-2","-99","-201","64","-76","73","132","44","-48",
"충청북도","남자","15 - 19세","순이동[명]","명","58","-85","-203","-100","102","81","133","-31","53","14","18","-32","165","-24","27","57","-27","62","-160","-77",
"충청북도","남자","20 - 24세","순이동[명]","명","-1155","-989","-925","-427","-597","-262","-310","-68","-450","-219","-178","-237","149","-83","-266","-155","-2","-265","-702","-700",
"충청북도","남자","25 - 29세","순이동[명]","명","-2222","-2172","-1495","-1744","-1411","-818","-549","-828","-393","-387","-497","-557","-509","-345","-404","-381","332","-240","98","85",
"충청북도","남자","30 - 34세","순이동[명]","명","-536","-166","-182","-233","380","481","472","211","477","511","347","132","-60","-122","173","-182","318","-28","70","10",
"충청북도","남자","35 - 39세","순이동[명]","명","-228","87","187","6","433","609","597","463","664","661","339","189","176","205","169","136","497","218","89","134",
"충청북도","남자","40 - 44세","순이동[명]","명","-8","124","120","268","386","508","549","391","465","656","425","377","164","99","409","90","437","209","376","103",
"충청북도","남자","45 - 49세","순이동[명]","명","173","192","242","200","427","489","535","478","536","659","547","376","386","185","352","344","453","375","211","327",
"충청북도","남자","50 - 54세","순이동[명]","명","146","132","101","238","298","436","475","415","493","621","574","529","573","479","700","535","567","535","670","391",
"충청북도","남자","55 - 59세","순이동[명]","명","15","187","195","336","306","426","423","339","385","506","534","556","546","655","848","730","647","629","624","774",
"충청북도","남자","60 - 64세","순이동[명]","명","124","202","162","151","314","252","346","239","362","518","316","363","362","458","663","708","728","545","723","891",
"충청북도","남자","65 - 69세","순이동[명]","명","29","82","74","156","139","161","269","170","180","337","213","248","243","289","313","290","243","277","369","471",
"충청북도","남자","70 - 74세","순이동[명]","명","-4","-9","41","43","58","74","103","120","119","114","136","98","102","155","202","161","158","84","140","121",
"충청북도","남자","75 - 79세","순이동[명]","명","-41","-5","-5","-18","30","21","12","45","18","46","45","30","9","31","73","58","90","-11","79","67",
"충청북도","남자","80세이상","순이동[명]","명","-53","-36","-62","-9","-52","-3","-21","22","-31","23","-27","-31","1","3","69","-24","17","29","-3","74",
"충청북도","남자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-248","-616","-263","-524","-584","-627","602","-462","-615","-607",
"충청북도","여자","계","순이동[명]","명","-4157","-3522","-3862","-3449","412","2343","3075","211","2477","3369","1755","1112","326","-94","1483","277","625","-103","588","782",
"충청북도","여자","0 - 4세","순이동[명]","명","-29","72","66","-50","401","401","428","112","235","231","76","-18","-71","-180","1","-69","66","72","17","-29",
"충청북도","여자","5 - 9세","순이동[명]","명","-86","12","-81","-96","224","191","242","138","106","226","68","-39","-111","-212","73","-60","61","26","45","51",
"충청북도","여자","10 - 14세","순이동[명]","명","-195","-227","-110","-33","22","29","94","-34","47","131","154","-95","-147","-265","-32","-42","17","40","94","-6",
"충청북도","여자","15 - 19세","순이동[명]","명","76","-153","-586","-212","-175","2","59","-365","-82","-267","-257","-162","-71","-208","-85","-13","-256","-100","-255","-319",
"충청북도","여자","20 - 24세","순이동[명]","명","-2264","-2233","-2159","-2011","-1500","-771","-880","-1043","-721","-767","-933","-739","-854","-748","-1164","-1185","-1460","-1720","-1934","-1837",
"충청북도","여자","25 - 29세","순이동[명]","명","-1114","-960","-946","-1183","-488","-165","23","-476","-86","-187","-349","-358","-367","-30","-303","-496","-519","-566","-303","-138",
"충청북도","여자","30 - 34세","순이동[명]","명","-198","-71","-163","-79","347","472","494","183","279","665","271","176","142","-60","132","26","101","55","40","138",
"충청북도","여자","35 - 39세","순이동[명]","명","-200","-9","-51","7","298","412","449","207","534","468","214","124","-24","-90","195","-17","174","202","154","75",
"충청북도","여자","40 - 44세","순이동[명]","명","69","-37","-6","-43","239","321","334","82","266","424","277","139","35","-72","180","84","247","185","261","164",
"충청북도","여자","45 - 49세","순이동[명]","명","-12","151","27","56","395","389","452","371","420","449","407","291","287","127","348","213","319","268","316","373",
"충청북도","여자","50 - 54세","순이동[명]","명","13","105","94","220","322","280","417","254","468","507","638","463","403","485","477","374","471","369","516","526",
"충청북도","여자","55 - 59세","순이동[명]","명","50","128","154","144","189","353","291","263","410","446","564","550","502","557","780","592","559","495","677","672",
"충청북도","여자","60 - 64세","순이동[명]","명","-16","-96","110","45","121","94","284","166","251","437","224","357","235","364","426","518","377","228","507","570",
"충청북도","여자","65 - 69세","순이동[명]","명","-22","-77","-28","-37","45","148","237","190","230","219","145","225","146","149","193","190","208","147","245","287",
"충청북도","여자","70 - 74세","순이동[명]","명","-97","-30","-64","-15","5","97","70","89","125","187","119","131","141","43","153","71","172","79","116","92",
"충청북도","여자","75 - 79세","순이동[명]","명","-64","-84","-53","-36","-8","31","33","79","47","86","33","63","10","60","70","53","106","71","58","108",
"충청북도","여자","80세이상","순이동[명]","명","-68","-13","-66","-126","-25","59","48","-5","-52","114","104","4","70","-14","39","38","-18","46","34","55",
"충청북도","여자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-1118","-957","-1043","-856","-1409","-1608","-1988","-2331","-2383","-2069",
"충청남도","계","계","순이동[명]","명","-13625","2682","34983","4999","7055","13363","15529","12115","16178","18641","9849","13375","9810","10272","15318","19401","10084","-794","741","8522",
"충청남도","계","0 - 4세","순이동[명]","명","-379","1535","3141","909","1005","1092","1285","1282","1136","1411","340","650","307","551","1055","1392","428","-477","-354","-90",
"충청남도","계","5 - 9세","순이동[명]","명","-224","513","2015","316","482","659","723","734","849","743","192","404","142","103","615","755","335","-481","-423","-219",
"충청남도","계","10 - 14세","순이동[명]","명","-1026","-408","874","-24","-166","376","3","167","431","464","-188","342","-58","-68","351","493","207","-22","-156","294",
"충청남도","계","15 - 19세","순이동[명]","명","-805","1183","4316","-567","-175","1144","602","1153","826","1359","-184","13","-363","-194","-170","226","-69","-524","-775","-352",
"충청남도","계","20 - 24세","순이동[명]","명","-6987","-4531","3778","-5554","-3876","-2310","-2218","-1599","-805","-1145","-1105","-1021","-1096","-980","-1216","-1094","-1772","-3176","-4226","-3291",
"충청남도","계","25 - 29세","순이동[명]","명","-4103","-1865","3749","-317","312","344","1171","1144","1466","1745","1473","1622","1249","1220","974","1398","313","-830","-492","211",
"충청남도","계","30 - 34세","순이동[명]","명","-726","1060","4532","2509","1910","1990","2378","1999","2565","2654","1880","2133","1567","974","1583","2245","896","99","-184","288",
"충청남도","계","35 - 39세","순이동[명]","명","-422","1020","3390","1906","1565","2170","2092","1944","2079","2141","1096","1406","838","789","1923","2253","1059","-300","-141","682",
"충청남도","계","40 - 44세","순이동[명]","명","85","1198","2954","1557","1460","1714","1860","1266","1839","1971","1076","1420","1103","506","1508","1872","1071","-2","425","870",
"충청남도","계","45 - 49세","순이동[명]","명","407","1152","2450","1560","1594","2115","1938","1383","1621","1711","1084","1237","1067","1100","1337","1565","1252","678","541","1287",
"충청남도","계","50 - 54세","순이동[명]","명","460","998","1460","1302","1428","1835","1925","986","1349","1826","1541","1655","1152","1627","1637","2123","1474","856","1245","1710",
"충청남도","계","55 - 59세","순이동[명]","명","494","599","1015","1196","1070","1201","1562","681","1209","1555","1195","1417","1461","1742","2296","2334","2061","1357","1877","1943",
"충청남도","계","60 - 64세","순이동[명]","명","190","488","761","732","623","772","1162","680","889","1010","838","1020","1231","1535","1671","1910","1453","1038","1772","2640",
"충청남도","계","65 - 69세","순이동[명]","명","-65","16","458","147","280","498","879","407","501","749","456","628","703","862","970","1162","848","575","892","1340",
"충청남도","계","70 - 74세","순이동[명]","명","-93","-145","146","-139","-53","131","304","149","319","384","244","309","374","507","557","556","380","279","517","768",
"충청남도","계","75 - 79세","순이동[명]","명","-251","16","-59","-189","-272","-132","-10","-71","-56","204","19","116","137","189","221","183","190","245","167","367",
"충청남도","계","80세이상","순이동[명]","명","-180","-147","3","-345","-132","-236","-127","-190","-40","-141","-108","24","-4","-191","6","28","-42","-109","56","74",
"충청남도","계","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","2225","2740","1603","1206","1265","2653","-596","-4054","-5172","-2865",
"충청남도","남자","계","순이동[명]","명","-7166","1906","19466","3944","5720","8672","9152","6817","9781","10866","6507","8577","6874","6706","9295","11839","6842","1376","2911","5901",
"충청남도","남자","0 - 4세","순이동[명]","명","-233","836","1548","379","596","536","630","660","550","767","205","306","225","284","401","717","216","-177","-145","-80",
"충청남도","남자","5 - 9세","순이동[명]","명","-148","274","942","98","209","475","328","426","446","420","131","180","146","84","311","370","130","-265","-203","-57",
"충청남도","남자","10 - 14세","순이동[명]","명","-507","-96","531","84","-46","223","-24","171","266","321","-81","165","48","-17","223","317","130","20","-5","150",
"충청남도","남자","15 - 19세","순이동[명]","명","-308","333","1484","-430","-129","536","99","161","330","492","-150","95","-34","-15","56","280","21","-119","-247","-73",
"충청남도","남자","20 - 24세","순이동[명]","명","-3368","-1262","2931","-2096","-798","-107","-597","-417","53","-100","-63","39","110","-87","-48","214","-116","-781","-1064","-1080",
"충청남도","남자","25 - 29세","순이동[명]","명","-2979","-1456","2236","-640","-40","40","635","203","970","1043","978","1235","1038","1021","821","1139","691","-118","148","472",
"충청남도","남자","30 - 34세","순이동[명]","명","-482","177","2445","1301","996","963","1153","940","1320","1383","865","978","658","355","745","1243","359","18","-20","93",
"충청남도","남자","35 - 39세","순이동[명]","명","-33","637","2021","1346","1011","1243","1446","1172","1240","1318","826","959","505","498","1092","1202","527","-167","76","243",
"충청남도","남자","40 - 44세","순이동[명]","명","53","580","1756","996","928","1033","1128","848","1191","1214","767","853","835","375","923","1182","690","-5","245","503",
"충청남도","남자","45 - 49세","순이동[명]","명","203","601","1334","903","869","1221","1066","913","967","998","675","821","600","673","786","802","756","457","457","783",
"충청남도","남자","50 - 54세","순이동[명]","명","189","507","838","760","770","908","1087","582","832","1014","798","987","603","933","841","1109","750","524","747","914",
"충청남도","남자","55 - 59세","순이동[명]","명","286","376","635","622","660","735","815","406","632","730","638","754","745","849","1129","1164","1106","824","928","1114",
"충청남도","남자","60 - 64세","순이동[명]","명","164","355","461","501","439","505","599","434","553","593","506","612","739","898","996","1041","838","583","1050","1497",
"충청남도","남자","65 - 69세","순이동[명]","명","115","132","287","263","272","361","518","265","286","414","297","377","404","543","584","671","495","342","507","796",
"충청남도","남자","70 - 74세","순이동[명]","명","23","-7","77","-2","76","118","205","129","143","233","151","188","196","296","304","324","215","150","326","459",
"충청남도","남자","75 - 79세","순이동[명]","명","-75","10","-6","-24","-73","-34","89","-7","12","84","13","30","67","81","140","96","75","135","87","173",
"충청남도","남자","80세이상","순이동[명]","명","-66","-91","-54","-117","-20","-84","-25","-69","-10","-58","-49","-2","-11","-65","-9","-32","-41","-45","24","-6",
"충청남도","남자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","1818","2318","1871","1358","1574","2715","1017","-873","-952","-405",
"충청남도","여자","계","순이동[명]","명","-6459","776","15517","1055","1335","4691","6377","5298","6397","7775","3342","4798","2936","3566","6023","7562","3242","-2170","-2170","2621",
"충청남도","여자","0 - 4세","순이동[명]","명","-146","699","1593","530","409","556","655","622","586","644","135","344","82","267","654","675","212","-300","-209","-10",
"충청남도","여자","5 - 9세","순이동[명]","명","-76","239","1073","218","273","184","395","308","403","323","61","224","-4","19","304","385","205","-216","-220","-162",
"충청남도","여자","10 - 14세","순이동[명]","명","-519","-312","343","-108","-120","153","27","-4","165","143","-107","177","-106","-51","128","176","77","-42","-151","144",
"충청남도","여자","15 - 19세","순이동[명]","명","-497","850","2832","-137","-46","608","503","992","496","867","-34","-82","-329","-179","-226","-54","-90","-405","-528","-279",
"충청남도","여자","20 - 24세","순이동[명]","명","-3619","-3269","847","-3458","-3078","-2203","-1621","-1182","-858","-1045","-1042","-1060","-1206","-893","-1168","-1308","-1656","-2395","-3162","-2211",
"충청남도","여자","25 - 29세","순이동[명]","명","-1124","-409","1513","323","352","304","536","941","496","702","495","387","211","199","153","259","-378","-712","-640","-261",
"충청남도","여자","30 - 34세","순이동[명]","명","-244","883","2087","1208","914","1027","1225","1059","1245","1271","1015","1155","909","619","838","1002","537","81","-164","195",
"충청남도","여자","35 - 39세","순이동[명]","명","-389","383","1369","560","554","927","646","772","839","823","270","447","333","291","831","1051","532","-133","-217","439",
"충청남도","여자","40 - 44세","순이동[명]","명","32","618","1198","561","532","681","732","418","648","757","309","567","268","131","585","690","381","3","180","367",
"충청남도","여자","45 - 49세","순이동[명]","명","204","551","1116","657","725","894","872","470","654","713","409","416","467","427","551","763","496","221","84","504",
"충청남도","여자","50 - 54세","순이동[명]","명","271","491","622","542","658","927","838","404","517","812","743","668","549","694","796","1014","724","332","498","796",
"충청남도","여자","55 - 59세","순이동[명]","명","208","223","380","574","410","466","747","275","577","825","557","663","716","893","1167","1170","955","533","949","829",
"충청남도","여자","60 - 64세","순이동[명]","명","26","133","300","231","184","267","563","246","336","417","332","408","492","637","675","869","615","455","722","1143",
"충청남도","여자","65 - 69세","순이동[명]","명","-180","-116","171","-116","8","137","361","142","215","335","159","251","299","319","386","491","353","233","385","544",
"충청남도","여자","70 - 74세","순이동[명]","명","-116","-138","69","-137","-129","13","99","20","176","151","93","121","178","211","253","232","165","129","191","309",
"충청남도","여자","75 - 79세","순이동[명]","명","-176","6","-53","-165","-199","-98","-99","-64","-68","120","6","86","70","108","81","87","115","110","80","194",
"충청남도","여자","80세이상","순이동[명]","명","-114","-56","57","-228","-112","-152","-102","-121","-30","-83","-59","26","7","-126","15","60","-1","-64","32","80",
"충청남도","여자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","407","422","-268","-152","-309","-62","-1613","-3181","-4220","-2460",
"전라북도","계","계","순이동[명]","명","-56735","-3039","-50969","-24477","-19162","-10874","-10550","-4806","-2448","1721","-3291","-2197","-2563","-2830","-4419","-7206","-13773","-12748","-8494","-5801",
"전라북도","계","0 - 4세","순이동[명]","명","-6896","4777","-5379","-664","188","567","9","670","499","726","471","561","494","326","555","-36","-97","-19","45","69",
"전라북도","계","5 - 9세","순이동[명]","명","-5256","3444","-5228","-1022","-335","144","-333","108","441","365","357","340","459","192","309","-140","-273","-118","28","10",
"전라북도","계","10 - 14세","순이동[명]","명","-3319","1969","-4125","-1178","-701","-73","-717","47","-83","136","42","135","97","48","68","-152","-269","-237","-22","-28",
"전라북도","계","15 - 19세","순이동[명]","명","-4928","-76","-3413","-1567","-1124","-858","-1013","-825","-720","-85","-756","-373","-671","-473","-603","-339","-1140","-1053","-685","-652",
"전라북도","계","20 - 24세","순이동[명]","명","-12444","-6313","-10093","-7211","-6585","-4643","-4089","-3260","-3144","-1905","-3615","-2915","-3378","-3142","-3707","-3413","-5024","-5372","-5078","-4368",
