"행정구역(시군구)별","성별","연령별","항목","단위","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"서울특별시","계","계","순이동[명]","명","-106421","-68968","-47204","-51007","-36551","-52883","-57994","-52264","-115023","-113058","-103647","-100550","-87831","-137256","-140257","-98486","-110230","-49588","-64850","-106243",
"서울특별시","계","0 - 4세","순이동[명]","명","-20289","-15253","-9173","-12007","-11737","-12848","-12283","-11829","-16661","-15633","-14484","-14408","-13291","-16056","-17047","-13658","-15742","-9989","-8998","-9271",
"서울특별시","계","5 - 9세","순이동[명]","명","-3014","-3587","-883","-2407","-2163","-3226","-2221","-2795","-5803","-5157","-5395","-5451","-4820","-6688","-7590","-5716","-7502","-3383","-4374","-5581",
"서울특별시","계","10 - 14세","순이동[명]","명","3965","4578","4869","3419","3927","2446","2559","2260","-890","-1166","-2325","-1828","-1312","-2778","-3315","-1952","-3008","-776","-1481","-2777",
"서울특별시","계","15 - 19세","순이동[명]","명","695","1204","3344","3292","3455","2410","2574","2658","-26","-677","-45","154","2176","836","564","2641","2911","4867","3436","2020",
"서울특별시","계","20 - 24세","순이동[명]","명","16796","15506","16420","18074","20748","19809","16938","16083","12065","12929","16046","15632","18336","14671","17580","21174","23981","28520","27835","25335",
"서울특별시","계","25 - 29세","순이동[명]","명","-12502","-517","-3202","-1235","3636","6817","6649","5927","-84","2678","5761","5347","7964","3119","4983","10781","15360","19046","16988","10185",
"서울특별시","계","30 - 34세","순이동[명]","명","-27130","-23421","-20854","-21588","-19578","-21438","-18805","-16780","-26699","-24099","-23104","-23948","-21747","-25500","-23804","-16522","-17049","-10863","-10794","-20099",
"서울특별시","계","35 - 39세","순이동[명]","명","-8135","-7779","-7430","-9007","-8911","-11655","-12613","-13368","-21558","-20041","-18925","-18075","-17217","-22897","-23892","-20343","-25472","-17678","-17989","-21727",
"서울특별시","계","40 - 44세","순이동[명]","명","-5838","-3052","-2733","-2265","-912","-2897","-3540","-4004","-9282","-10478","-11102","-10394","-10703","-14235","-14977","-11606","-14625","-9282","-11205","-14293",
"서울특별시","계","45 - 49세","순이동[명]","명","-10521","-7237","-5425","-4745","-3801","-5498","-5898","-4797","-8320","-8307","-8435","-7876","-7538","-10591","-12288","-10034","-11834","-8603","-9847","-11487",
"서울특별시","계","50 - 54세","순이동[명]","명","-10785","-7820","-6188","-5725","-5168","-6845","-7451","-6628","-9563","-10495","-10795","-9312","-8570","-11622","-12484","-10367","-10902","-8698","-10261","-12675",
"서울특별시","계","55 - 59세","순이동[명]","명","-10597","-7409","-5791","-5808","-5365","-6537","-7087","-6007","-8807","-10013","-10143","-9635","-9861","-13840","-14907","-12434","-13409","-9810","-10150","-12063",
"서울특별시","계","60 - 64세","순이동[명]","명","-8882","-7134","-5124","-5257","-4973","-5231","-7073","-5392","-7607","-8090","-7685","-7525","-7401","-11408","-12215","-10995","-11790","-8060","-9750","-12263",
"서울특별시","계","65 - 69세","순이동[명]","명","-5152","-3671","-2906","-3428","-3463","-4041","-5481","-3919","-5410","-6060","-5670","-5589","-5743","-8460","-8717","-7751","-7918","-5551","-6821","-7987",
"서울특별시","계","70 - 74세","순이동[명]","명","-2482","-1692","-1087","-1518","-1754","-2137","-2599","-2215","-3360","-4228","-3802","-3837","-4180","-6021","-5749","-5294","-5461","-3851","-4710","-5263",
"서울특별시","계","75 - 79세","순이동[명]","명","-1358","-873","-583","-442","-56","-910","-927","-886","-1699","-2416","-1962","-2318","-2298","-3267","-3479","-3484","-3999","-2645","-3452","-3590",
"서울특별시","계","80세이상","순이동[명]","명","-1192","-811","-458","-360","-436","-1102","-736","-572","-1319","-1805","-1582","-1487","-1626","-2519","-2920","-2926","-3771","-2832","-3277","-4707",
"서울특별시","계","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-2","-1829","6136","-6228","550","17754","24941","40212","37228","18081",
"서울특별시","남자","계","순이동[명]","명","-56956","-39827","-32176","-33613","-25709","-31444","-34608","-31521","-63004","-60435","-56165","-55580","-49340","-74154","-74941","-55418","-62557","-33562","-41379","-58722",
"서울특별시","남자","0 - 4세","순이동[명]","명","-10276","-7599","-4800","-6288","-5866","-6625","-6232","-6098","-8780","-8154","-7494","-7392","-6593","-8122","-8615","-6960","-7929","-4995","-4627","-4745",
"서울특별시","남자","5 - 9세","순이동[명]","명","-1463","-1932","-241","-1083","-924","-1622","-1117","-1435","-3048","-2504","-2821","-2795","-2516","-3520","-3862","-2765","-3787","-1626","-2263","-2890",
"서울특별시","남자","10 - 14세","순이동[명]","명","2012","2295","2628","1712","1992","1305","1323","1170","-261","-462","-1099","-911","-717","-1369","-1721","-896","-1338","-346","-812","-1310",
"서울특별시","남자","15 - 19세","순이동[명]","명","-2413","-731","728","581","741","218","395","230","-1029","-1316","-1344","-1184","-389","-1147","-1294","-171","-312","653","-101","-689",
"서울특별시","남자","20 - 24세","순이동[명]","명","6467","2894","4628","5235","6717","6161","5101","5074","2884","3754","4889","4731","5662","4270","5571","6552","6190","7932","6967","6794",
"서울특별시","남자","25 - 29세","순이동[명]","명","-1962","3848","919","1402","4269","7224","6390","5524","2453","3632","4617","3980","5398","2277","3722","6041","7867","9622","8285","6329",
"서울특별시","남자","30 - 34세","순이동[명]","명","-16408","-13271","-12880","-12614","-11386","-11369","-10036","-8713","-13524","-12228","-10837","-11768","-10488","-12191","-11293","-7726","-7808","-4924","-4779","-9363",
"서울특별시","남자","35 - 39세","순이동[명]","명","-6448","-5908","-6372","-6418","-6745","-8130","-8697","-8680","-13314","-11920","-11076","-10427","-9825","-12528","-12772","-10814","-13621","-9655","-9412","-11363",
"서울특별시","남자","40 - 44세","순이동[명]","명","-2393","-1545","-2027","-1673","-998","-1953","-2676","-3142","-6038","-6547","-6867","-6582","-6621","-8578","-8735","-7024","-8281","-5357","-6227","-7780",
"서울특별시","남자","45 - 49세","순이동[명]","명","-4397","-3037","-2827","-2382","-1797","-2807","-3000","-2361","-4290","-4700","-4686","-4398","-4232","-5861","-6663","-5589","-6365","-4621","-5092","-5932",
"서울특별시","남자","50 - 54세","순이동[명]","명","-4982","-3767","-3404","-2891","-2494","-3228","-3672","-3284","-4697","-4855","-5156","-4709","-4465","-5793","-6529","-5327","-5249","-4560","-5202","-6177",
"서울특별시","남자","55 - 59세","순이동[명]","명","-5074","-3500","-3203","-2925","-2835","-3410","-3431","-3042","-4236","-4671","-4755","-4513","-4548","-6445","-6873","-6016","-6481","-4778","-4894","-5999",
"서울특별시","남자","60 - 64세","순이동[명]","명","-4674","-3987","-2824","-2902","-2790","-2937","-3657","-2873","-3768","-3909","-3845","-3657","-3741","-5414","-5923","-5480","-5812","-4185","-4827","-6118",
"서울특별시","남자","65 - 69세","순이동[명]","명","-2844","-2167","-1705","-2005","-2164","-2351","-3063","-2062","-2838","-3041","-2890","-2841","-2755","-4408","-4598","-3913","-3950","-2846","-3227","-3896",
"서울특별시","남자","70 - 74세","순이동[명]","명","-1277","-882","-596","-975","-1089","-1299","-1496","-1163","-1517","-1982","-1758","-1921","-2165","-3064","-2904","-2734","-2752","-1958","-2316","-2588",
"서울특별시","남자","75 - 79세","순이동[명]","명","-523","-367","-189","-287","-261","-443","-557","-501","-645","-987","-740","-845","-1019","-1517","-1636","-1677","-1756","-1089","-1660","-1566",
"서울특별시","남자","80세이상","순이동[명]","명","-301","-171","-11","-100","-79","-178","-183","-165","-356","-545","-303","-348","-326","-744","-816","-919","-1173","-829","-1192","-1429",
"서울특별시","남자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-1326","-3094","636","-5723","-1942","5176","6474","13242","10933","4000",
"서울특별시","여자","계","순이동[명]","명","-49465","-29141","-15028","-17394","-10842","-21439","-23386","-20743","-52019","-52623","-47482","-44970","-38491","-63102","-65316","-43068","-47673","-16026","-23471","-47521",
"서울특별시","여자","0 - 4세","순이동[명]","명","-10013","-7654","-4373","-5719","-5871","-6223","-6051","-5731","-7881","-7479","-6990","-7016","-6698","-7934","-8432","-6698","-7813","-4994","-4371","-4526",
"서울특별시","여자","5 - 9세","순이동[명]","명","-1551","-1655","-642","-1324","-1239","-1604","-1104","-1360","-2755","-2653","-2574","-2656","-2304","-3168","-3728","-2951","-3715","-1757","-2111","-2691",
"서울특별시","여자","10 - 14세","순이동[명]","명","1953","2283","2241","1707","1935","1141","1236","1090","-629","-704","-1226","-917","-595","-1409","-1594","-1056","-1670","-430","-669","-1467",
"서울특별시","여자","15 - 19세","순이동[명]","명","3108","1935","2616","2711","2714","2192","2179","2428","1003","639","1299","1338","2565","1983","1858","2812","3223","4214","3537","2709",
"서울특별시","여자","20 - 24세","순이동[명]","명","10329","12612","11792","12839","14031","13648","11837","11009","9181","9175","11157","10901","12674","10401","12009","14622","17791","20588","20868","18541",
"서울특별시","여자","25 - 29세","순이동[명]","명","-10540","-4365","-4121","-2637","-633","-407","259","403","-2537","-954","1144","1367","2566","842","1261","4740","7493","9424","8703","3856",
"서울특별시","여자","30 - 34세","순이동[명]","명","-10722","-10150","-7974","-8974","-8192","-10069","-8769","-8067","-13175","-11871","-12267","-12180","-11259","-13309","-12511","-8796","-9241","-5939","-6015","-10736",
"서울특별시","여자","35 - 39세","순이동[명]","명","-1687","-1871","-1058","-2589","-2166","-3525","-3916","-4688","-8244","-8121","-7849","-7648","-7392","-10369","-11120","-9529","-11851","-8023","-8577","-10364",
"서울특별시","여자","40 - 44세","순이동[명]","명","-3445","-1507","-706","-592","86","-944","-864","-862","-3244","-3931","-4235","-3812","-4082","-5657","-6242","-4582","-6344","-3925","-4978","-6513",
"서울특별시","여자","45 - 49세","순이동[명]","명","-6124","-4200","-2598","-2363","-2004","-2691","-2898","-2436","-4030","-3607","-3749","-3478","-3306","-4730","-5625","-4445","-5469","-3982","-4755","-5555",
"서울특별시","여자","50 - 54세","순이동[명]","명","-5803","-4053","-2784","-2834","-2674","-3617","-3779","-3344","-4866","-5640","-5639","-4603","-4105","-5829","-5955","-5040","-5653","-4138","-5059","-6498",
"서울특별시","여자","55 - 59세","순이동[명]","명","-5523","-3909","-2588","-2883","-2530","-3127","-3656","-2965","-4571","-5342","-5388","-5122","-5313","-7395","-8034","-6418","-6928","-5032","-5256","-6064",
"서울특별시","여자","60 - 64세","순이동[명]","명","-4208","-3147","-2300","-2355","-2183","-2294","-3416","-2519","-3839","-4181","-3840","-3868","-3660","-5994","-6292","-5515","-5978","-3875","-4923","-6145",
"서울특별시","여자","65 - 69세","순이동[명]","명","-2308","-1504","-1201","-1423","-1299","-1690","-2418","-1857","-2572","-3019","-2780","-2748","-2988","-4052","-4119","-3838","-3968","-2705","-3594","-4091",
"서울특별시","여자","70 - 74세","순이동[명]","명","-1205","-810","-491","-543","-665","-838","-1103","-1052","-1843","-2246","-2044","-1916","-2015","-2957","-2845","-2560","-2709","-1893","-2394","-2675",
"서울특별시","여자","75 - 79세","순이동[명]","명","-835","-506","-394","-155","205","-467","-370","-385","-1054","-1429","-1222","-1473","-1279","-1750","-1843","-1807","-2243","-1556","-1792","-2024",
"서울특별시","여자","80세이상","순이동[명]","명","-891","-640","-447","-260","-357","-924","-553","-407","-963","-1260","-1279","-1139","-1300","-1775","-2104","-2007","-2598","-2003","-2085","-3278",
"서울특별시","여자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","1324","1265","5500","-505","2492","12578","18467","26970","26295","14081",
"부산광역시","계","계","순이동[명]","명","-49442","-42263","-33229","-36975","-34686","-36076","-34604","-29784","-28466","-24863","-20610","-17710","-15092","-13560","-21392","-28398","-26759","-23354","-14347","-18903",
"부산광역시","계","0 - 4세","순이동[명]","명","-3873","-2322","-1281","-1301","-932","-1002","-1423","-788","-924","-213","-307","244","-11","418","-380","-1444","-705","-624","669","259",
"부산광역시","계","5 - 9세","순이동[명]","명","-1753","-1160","-759","-965","-141","-600","-688","-19","-437","-115","211","339","283","626","-108","-970","-213","-170","206","-95",
"부산광역시","계","10 - 14세","순이동[명]","명","-311","-51","198","-292","141","-571","-333","271","-348","-46","269","288","407","341","-184","-621","-331","-251","-107","-277",
"부산광역시","계","15 - 19세","순이동[명]","명","-2412","-1591","-1230","-979","-1143","-1283","-794","-1097","-1045","-734","-211","16","161","196","-322","-480","-99","-68","-43","-72",
"부산광역시","계","20 - 24세","순이동[명]","명","-7282","-5387","-5063","-4622","-6226","-4932","-3230","-2979","-2430","-2117","-1280","-829","-746","-305","-921","-834","-234","664","1217","892",
"부산광역시","계","25 - 29세","순이동[명]","명","-13081","-11860","-10429","-10893","-12716","-10905","-10376","-9558","-8532","-7903","-7398","-6039","-5428","-4571","-4930","-4808","-6518","-6415","-5115","-5680",
"부산광역시","계","30 - 34세","순이동[명]","명","-6343","-5779","-4664","-5104","-4257","-4562","-5132","-4800","-4600","-4101","-4353","-3842","-2613","-2285","-2669","-3863","-4154","-3888","-1741","-1876",
"부산광역시","계","35 - 39세","순이동[명]","명","-2579","-2152","-1694","-2188","-1457","-1735","-2427","-1584","-1761","-870","-1110","-706","-244","-497","-1332","-2806","-2706","-2364","-561","-785",
"부산광역시","계","40 - 44세","순이동[명]","명","-2443","-2066","-1358","-1778","-1127","-1524","-1207","-963","-992","-708","-712","-233","-17","-89","-824","-1578","-1513","-1366","-867","-852",
"부산광역시","계","45 - 49세","순이동[명]","명","-2248","-2226","-2068","-2159","-1419","-2148","-1971","-1630","-1266","-1185","-882","-993","-588","-394","-871","-1592","-1703","-1453","-1109","-1164",
"부산광역시","계","50 - 54세","순이동[명]","명","-2023","-2015","-1432","-1948","-1833","-2035","-2231","-2112","-1826","-1911","-1418","-1558","-1523","-1451","-1660","-1960","-1729","-1695","-1076","-1465",
"부산광역시","계","55 - 59세","순이동[명]","명","-1841","-1889","-1322","-1784","-1472","-2067","-1879","-2018","-1647","-1831","-1417","-1847","-1923","-2216","-2491","-2756","-2292","-1808","-1535","-1884",
"부산광역시","계","60 - 64세","순이동[명]","명","-1631","-1885","-1256","-1617","-1245","-1328","-1546","-1473","-1296","-1558","-1140","-1391","-1379","-1620","-2111","-2299","-2104","-1873","-1678","-2457",
"부산광역시","계","65 - 69세","순이동[명]","명","-958","-1045","-689","-892","-711","-970","-1044","-866","-974","-800","-610","-668","-829","-1008","-1325","-1289","-1264","-1010","-1069","-1550",
"부산광역시","계","70 - 74세","순이동[명]","명","-418","-530","-290","-424","-217","-396","-479","-306","-422","-574","-329","-452","-448","-529","-763","-611","-479","-519","-778","-879",
"부산광역시","계","75 - 79세","순이동[명]","명","-199","-244","-40","-150","-29","-41","-139","59","-123","-270","-142","-217","-224","-177","-440","-387","-557","-349","-424","-558",
"부산광역시","계","80세이상","순이동[명]","명","-47","-61","148","121","98","23","295","79","157","73","219","178","30","1","-61","-100","-158","-165","-336","-460",
"부산광역시","계","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-12831","-10543","-8443","-6896","-8350","-9277","-10723","-9420","-5340","-6386",
"부산광역시","남자","계","순이동[명]","명","-24877","-21193","-17303","-20010","-17234","-18273","-17987","-15369","-15004","-13054","-11586","-10025","-9107","-7945","-11737","-15245","-14733","-13717","-9412","-10734",
"부산광역시","남자","0 - 4세","순이동[명]","명","-1953","-1163","-612","-611","-460","-455","-704","-454","-471","-69","-156","61","-72","269","-201","-692","-353","-304","286","114",
"부산광역시","남자","5 - 9세","순이동[명]","명","-839","-589","-382","-460","-143","-286","-355","57","-200","-72","190","218","145","317","-52","-514","-120","-58","16","-52",
"부산광역시","남자","10 - 14세","순이동[명]","명","-168","-64","108","-132","69","-277","-193","114","-215","-50","104","139","169","167","-78","-326","-166","-138","-74","-96",
"부산광역시","남자","15 - 19세","순이동[명]","명","-1267","-797","-707","-575","-492","-507","-470","-604","-585","-473","-288","-211","-189","-104","-431","-497","-190","-268","-312","-278",
"부산광역시","남자","20 - 24세","순이동[명]","명","-3454","-2823","-2533","-2578","-2563","-2289","-1786","-1337","-1358","-1262","-561","-604","-674","-517","-722","-839","-300","-36","238","347",
"부산광역시","남자","25 - 29세","순이동[명]","명","-6603","-5987","-5555","-6415","-6771","-6198","-5753","-4985","-4712","-4584","-4276","-3477","-3312","-2722","-2845","-2764","-3869","-3779","-3344","-3814",
"부산광역시","남자","30 - 34세","순이동[명]","명","-3673","-3199","-2652","-2785","-2359","-2299","-2535","-2498","-2334","-2035","-2097","-1839","-1305","-1072","-1384","-1888","-2168","-2101","-939","-832",
"부산광역시","남자","35 - 39세","순이동[명]","명","-1580","-1384","-994","-1347","-810","-1015","-1314","-1079","-1008","-317","-714","-558","-171","-346","-730","-1489","-1470","-1361","-479","-410",
"부산광역시","남자","40 - 44세","순이동[명]","명","-1097","-956","-768","-904","-659","-795","-693","-497","-621","-410","-470","-137","-6","-97","-429","-853","-883","-874","-556","-544",
"부산광역시","남자","45 - 49세","순이동[명]","명","-1053","-991","-901","-1021","-563","-985","-826","-831","-591","-516","-529","-471","-310","-224","-386","-852","-900","-823","-730","-611",
"부산광역시","남자","50 - 54세","순이동[명]","명","-869","-866","-650","-855","-794","-908","-1053","-894","-778","-737","-796","-719","-681","-646","-809","-839","-872","-925","-560","-751",
"부산광역시","남자","55 - 59세","순이동[명]","명","-871","-739","-556","-791","-602","-855","-802","-948","-688","-846","-750","-872","-925","-1087","-1108","-1161","-1119","-950","-805","-896",
"부산광역시","남자","60 - 64세","순이동[명]","명","-751","-853","-584","-792","-600","-664","-777","-722","-684","-832","-680","-793","-824","-844","-1104","-1244","-1134","-983","-889","-1213",
"부산광역시","남자","65 - 69세","순이동[명]","명","-459","-492","-383","-475","-402","-529","-498","-498","-505","-465","-347","-393","-534","-583","-734","-703","-707","-572","-602","-843",
"부산광역시","남자","70 - 74세","순이동[명]","명","-167","-190","-140","-241","-97","-168","-239","-231","-263","-269","-168","-285","-272","-324","-427","-325","-240","-293","-389","-507",
"부산광역시","남자","75 - 79세","순이동[명]","명","-76","-76","-40","-52","-5","-52","-70","9","-47","-91","-105","-102","-109","-98","-177","-187","-203","-141","-149","-207",
"부산광역시","남자","80세이상","순이동[명]","명","3","-24","46","24","17","9","81","29","56","-26","57","18","-37","-34","-120","-72","-39","-111","-124","-141",
"부산광역시","남자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-6995","-5989","-5324","-4335","-5025","-5550","-6372","-5952","-4123","-4295",
"부산광역시","여자","계","순이동[명]","명","-24565","-21070","-15926","-16965","-17452","-17803","-16617","-14415","-13462","-11809","-9024","-7685","-5985","-5615","-9655","-13153","-12026","-9637","-4935","-8169",
"부산광역시","여자","0 - 4세","순이동[명]","명","-1920","-1159","-669","-690","-472","-547","-719","-334","-453","-144","-151","183","61","149","-179","-752","-352","-320","383","145",
"부산광역시","여자","5 - 9세","순이동[명]","명","-914","-571","-377","-505","2","-314","-333","-76","-237","-43","21","121","138","309","-56","-456","-93","-112","190","-43",
"부산광역시","여자","10 - 14세","순이동[명]","명","-143","13","90","-160","72","-294","-140","157","-133","4","165","149","238","174","-106","-295","-165","-113","-33","-181",
"부산광역시","여자","15 - 19세","순이동[명]","명","-1145","-794","-523","-404","-651","-776","-324","-493","-460","-261","77","227","350","300","109","17","91","200","269","206",
"부산광역시","여자","20 - 24세","순이동[명]","명","-3828","-2564","-2530","-2044","-3663","-2643","-1444","-1642","-1072","-855","-719","-225","-72","212","-199","5","66","700","979","545",
"부산광역시","여자","25 - 29세","순이동[명]","명","-6478","-5873","-4874","-4478","-5945","-4707","-4623","-4573","-3820","-3319","-3122","-2562","-2116","-1849","-2085","-2044","-2649","-2636","-1771","-1866",
"부산광역시","여자","30 - 34세","순이동[명]","명","-2670","-2580","-2012","-2319","-1898","-2263","-2597","-2302","-2266","-2066","-2256","-2003","-1308","-1213","-1285","-1975","-1986","-1787","-802","-1044",
"부산광역시","여자","35 - 39세","순이동[명]","명","-999","-768","-700","-841","-647","-720","-1113","-505","-753","-553","-396","-148","-73","-151","-602","-1317","-1236","-1003","-82","-375",
"부산광역시","여자","40 - 44세","순이동[명]","명","-1346","-1110","-590","-874","-468","-729","-514","-466","-371","-298","-242","-96","-11","8","-395","-725","-630","-492","-311","-308",
"부산광역시","여자","45 - 49세","순이동[명]","명","-1195","-1235","-1167","-1138","-856","-1163","-1145","-799","-675","-669","-353","-522","-278","-170","-485","-740","-803","-630","-379","-553",
"부산광역시","여자","50 - 54세","순이동[명]","명","-1154","-1149","-782","-1093","-1039","-1127","-1178","-1218","-1048","-1174","-622","-839","-842","-805","-851","-1121","-857","-770","-516","-714",
"부산광역시","여자","55 - 59세","순이동[명]","명","-970","-1150","-766","-993","-870","-1212","-1077","-1070","-959","-985","-667","-975","-998","-1129","-1383","-1595","-1173","-858","-730","-988",
"부산광역시","여자","60 - 64세","순이동[명]","명","-880","-1032","-672","-825","-645","-664","-769","-751","-612","-726","-460","-598","-555","-776","-1007","-1055","-970","-890","-789","-1244",
"부산광역시","여자","65 - 69세","순이동[명]","명","-499","-553","-306","-417","-309","-441","-546","-368","-469","-335","-263","-275","-295","-425","-591","-586","-557","-438","-467","-707",
"부산광역시","여자","70 - 74세","순이동[명]","명","-251","-340","-150","-183","-120","-228","-240","-75","-159","-305","-161","-167","-176","-205","-336","-286","-239","-226","-389","-372",
"부산광역시","여자","75 - 79세","순이동[명]","명","-123","-168","0","-98","-24","11","-69","50","-76","-179","-37","-115","-115","-79","-263","-200","-354","-208","-275","-351",
"부산광역시","여자","80세이상","순이동[명]","명","-50","-37","102","97","81","14","214","50","101","99","162","160","67","35","59","-28","-119","-54","-212","-319",
"부산광역시","여자","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-5836","-4554","-3119","-2561","-3325","-3727","-4351","-3468","-1217","-2091",
"대구광역시","계","계","순이동[명]","명","-9641","-3056","-13327","-24950","-25659","-16545","-12738","-12662","-11840","-12747","-10564","-11351","-15526","-12940","-9260","-11936","-14242","-23673","-16835","-24319",
"대구광역시","계","0 - 4세","순이동[명]","명","68","246","-131","-701","-883","-190","224","858","534","689","698","596","350","471","842","596","537","215","168","232",
"대구광역시","계","5 - 9세","순이동[명]","명","1283","1588","842","-294","365","654","832","900","590","534","508","541","227","356","436","313","33","-147","-182","50",
"대구광역시","계","10 - 14세","순이동[명]","명","993","1753","995","30","411","784","887","827","526","491","312","168","246","82","259","165","-210","-284","-358","-253",
"대구광역시","계","15 - 19세","순이동[명]","명","-876","-587","-964","-1653","-1844","-1366","-971","-1527","-1341","-1539","-995","-1163","-1185","-1169","-1014","-1061","-1314","-1587","-996","-1308",
"대구광역시","계","20 - 24세","순이동[명]","명","-2194","-1411","-2238","-3667","-4243","-2853","-2639","-2619","-2852","-2915","-2486","-3122","-3095","-2836","-2177","-2393","-2641","-3749","-1225","-3816",
"대구광역시","계","25 - 29세","순이동[명]","명","-4467","-3605","-4427","-5637","-7686","-5450","-5734","-4997","-4313","-4409","-4501","-3892","-4056","-3215","-2636","-2594","-3399","-5503","-3985","-5208",
"대구광역시","계","30 - 34세","순이동[명]","명","-890","-151","-2121","-2948","-3185","-2010","-1318","-1121","-1362","-1255","-1181","-1019","-1620","-906","-448","-684","-414","-1907","-1676","-1793",
"대구광역시","계","35 - 39세","순이동[명]","명","433","1343","-229","-1352","-964","-304","50","69","117","215","258","220","-293","45","-30","-45","-193","-1134","-960","-893",
"대구광역시","계","40 - 44세","순이동[명]","명","-394","175","-824","-1675","-1205","-677","-260","-601","-379","-131","-191","-28","-391","-264","-76","-302","-622","-957","-888","-1006",
"대구광역시","계","45 - 49세","순이동[명]","명","-955","-688","-1430","-1922","-1768","-1485","-1086","-1115","-961","-1208","-754","-510","-1281","-1007","-756","-993","-1192","-1636","-1105","-1465",
"대구광역시","계","50 - 54세","순이동[명]","명","-839","-529","-1063","-1777","-1615","-1347","-971","-1255","-1118","-1433","-874","-1410","-1579","-1451","-1119","-1386","-1470","-1977","-1303","-2072",
"대구광역시","계","55 - 59세","순이동[명]","명","-659","-622","-710","-1255","-1093","-1033","-905","-966","-690","-1035","-859","-862","-1323","-1179","-1300","-1617","-1453","-1964","-1431","-2267",
"대구광역시","계","60 - 64세","순이동[명]","명","-573","-299","-592","-959","-816","-591","-584","-594","-393","-634","-442","-658","-727","-1025","-761","-1100","-1055","-1518","-1413","-2259",
"대구광역시","계","65 - 69세","순이동[명]","명","-283","-269","-351","-613","-548","-427","-308","-382","-236","-209","-190","-257","-377","-515","-377","-660","-545","-830","-774","-1087",
"대구광역시","계","70 - 74세","순이동[명]","명","-182","9","-99","-330","-356","-149","-93","-101","-31","46","-25","-76","-229","-208","-192","-138","-260","-343","-328","-647",
"대구광역시","계","75 - 79세","순이동[명]","명","-81","66","-41","-120","-91","-35","65","-43","-10","-41","23","48","-122","-133","-70","-86","-96","-218","-175","-273",
"대구광역시","계","80세이상","순이동[명]","명","-25","-75","56","-77","-138","-66","73","5","79","87","135","73","-71","14","159","49","52","-134","-204","-254",
"대구광역시","계","청년층(19-34세)","순이동[명]","명","","","","","","","","","","","-8206","-8321","-8964","-7116","-5551","-5906","-6805","-11578","-7172","-11183",
"대구광역시","남자","계","순이동[명]","명","-4922","-2000","-7592","-13117","-13340","-9441","-7470","-7697","-6793","-7330","-6360","-6301","-8074","-7160","-5466","-7215","-8159","-13492","-10103","-12984",
"대구광역시","남자","0 - 4세","순이동[명]","명","69","54","-5","-301","-411","-105","84","407","315","352","385","295","188","218","379","270","281","107","70","61",
"대구광역시","남자","5 - 9세","순이동[명]","명","723","932","465","-76","158","365","454","450","307","285","196","283","120","187","178","134","58","-48","-51","63",
"대구광역시","남자","10 - 14세","순이동[명]","명","454","922","556","62","215","402","494","372","294","190","140","136","169","-6","162","63","-103","-164","-208","-195",
"대구광역시","남자","15 - 19세","순이동[명]","명","-664","-457","-717","-925","-837","-756","-541","-770","-843","-807","-582","-669","-680","-674","-531","-588","-712","-805","-543","-611",
"대구광역시","남자","20 - 24세","순이동[명]","명","-1186","-885","-1164","-1933","-2060","-1591","-1459","-1509","-1710","-1849","-1296","-1759","-1725","-1645","-1248","-1482","-1514","-2081","-911","-1901",
"대구광역시","남자","25 - 29세","순이동[명]","명","-2303","-2149","-2435","-3271","-4396","-3606","-3517","-3234","-2514","-2761","-2763","-2459","-2561","-2069","-1759","-1908","-2290","-3545","-2586","-3073",
"대구광역시","남자","30 - 34세","순이동[명]","명","-632","-51","-1339","-1613","-1742","-1103","-672","-807","-680","-566","-653","-466","-717","-337","-197","-353","-289","-1117","-1004","-931",
"대구광역시","남자","35 - 39세","순이동[명]","명","126","536","-456","-882","-725","-200","-151","-189","-23","-31","65","84","-64","-69","9","-59","-106","-792","-614","-540",
"대구광역시","남자","40 - 44세","순이동[명]","명","-6","246","-455","-762","-531","-415","-137","-270","-182","29","-117","67","-154","45","-48","-150","-286","-610","-511","-519",
"대구광역시","남자","45 - 49세","순이동[명]","명","-399","-287","-620","-884","-864","-690","-535","-529","-547","-503","-397","-191","-534","-440","-358","-475","-566","-757","-609","-705",
"대구광역시","남자","50 - 54세","순이동[명]","명","-305","-272","-508","-877","-796","-639","-525","-616","-529","-700","-496","-656","-679","-724","-603","-686","-725","-1087","-641","-1011",
"대구광역시","남자","55 - 59세","순이동[명]","명","-273","-245","-359","-653","-486","-451","-468","-463","-301","-504","-389","-402","-632","-660","-682","-822","-743","-1032","-784","-1157",
"대구광역시","남자","60 - 64세","순이동[명]","명","-302","-237","-295","-490","-405","-329","-347","-272","-246","-323","-288","-389","-417","-539","-477","-665","-638","-776","-895","-1272",
"대구광역시","남자","65 - 69세","순이동[명]","명","-132","-122","-211","-334","-257","-261","-207","-229","-136","-162","-172","-168","-261","-310","-255","-371","-358","-523","-427","-647",
