"시점","항목",전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원특별자치도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"2017.09","총인구수 (명)",51762492,9891448,3482804,2478236,2947298,1466639,1506741,1165385,271410,12827633,1547768,1593313,2113033,1855450,1895233,2691502,3375329,653270
"2017.09","남자인구수 (명)",25850675,4849195,1715622,1229570,1479115,726714,753133,599679,135548,6452524,779506,804367,1074196,922805,947586,1352777,1699428,328910
"2017.09","여자인구수 (명)",25911817,5042253,1767182,1248666,1468183,739925,753608,565706,135862,6375109,768262,788946,1038837,932645,947647,1338725,1675901,324360
"2017.10","총인구수 (명)",51769092,9882810,3478109,2477186,2948098,1466716,1505829,1165528,274092,12841321,1547999,1593577,2114284,1854688,1894676,2691794,3377635,654750
"2017.10","남자인구수 (명)",25852884,4844555,1713314,1228943,1479406,726768,752671,599733,136880,6459082,779517,804466,1074987,922381,947281,1352966,1700251,329683
"2017.10","여자인구수 (명)",25916208,5038255,1764795,1248243,1468692,739948,753158,565795,137212,6382239,768482,789111,1039297,932307,947395,1338828,1677384,325067
"2017.11","총인구수 (명)",51774649,9870167,3474534,2476557,2948241,1466328,1504307,1165317,276879,12858161,1549344,1594005,2115586,1853886,1894426,2691878,3379020,656013
"2017.11","남자인구수 (명)",25854608,4837345,1711398,1228498,1479495,726603,752025,599543,138275,6467553,780143,804791,1075610,921918,947179,1353108,1700819,330305
"2017.11","여자인구수 (명)",25920041,5032822,1763136,1248059,1468746,739725,752282,565774,138604,6390608,769201,789214,1039976,931968,947247,1338770,1678201,325708
"2017.12","총인구수 (명)",51778544,9857426,3470653,2475231,2948542,1463770,1502227,1165132,280100,12873895,1550142,1594432,2116770,1854607,1896424,2691706,3380404,657083
"2017.12","남자인구수 (명)",25855919,4830206,1709508,1227814,1479597,725295,750969,599480,139734,6475323,780635,805091,1076270,922307,948290,1353164,1701413,330823
"2017.12","여자인구수 (명)",25922625,5027220,1761145,1247417,1468945,738475,751258,565652,140366,6398572,769507,789341,1040500,932300,948134,1338542,1678991,326260
"2018.01","총인구수 (명)",51779148,9851767,3467055,2474309,2950771,1464037,1501378,1164489,283198,12890445,1548078,1593903,2117685,1851694,1893444,2688747,3379981,658167
"2018.01","남자인구수 (명)",25855611,4826345,1707568,1227177,1480645,725343,750415,599243,141253,6483951,779669,804965,1076905,920846,947078,1351679,1701185,331344
"2018.01","여자인구수 (명)",25923537,5025422,1759487,1247132,1470126,738694,750963,565246,141945,6406494,768409,788938,1040780,930848,946366,1337068,1678796,326823
"2018.02","총인구수 (명)",51779892,9845336,3465407,2473466,2951629,1463100,1499187,1163151,288079,12908010,1546259,1594066,2118099,1849543,1891308,2685633,3378430,659189
"2018.02","남자인구수 (명)",25855513,4822071,1706589,1226725,1480921,724918,749331,598625,143601,6492392,778731,805256,1077315,919935,946285,1350367,1700579,331872
"2018.02","여자인구수 (명)",25924379,5023265,1758818,1246741,1470708,738182,749856,564526,144478,6415618,767528,788810,1040784,929608,945023,1335266,1677851,327317
"2018.03","총인구수 (명)",51784669,9838892,3463103,2472175,2951442,1462033,1497572,1162074,291182,12925761,1546152,1594708,2119468,1848066,1890423,2683661,3377516,660441
"2018.03","남자인구수 (명)",25856654,4817507,1705182,1225877,1480773,724187,748488,598049,145235,6501263,778648,805800,1078219,919121,946095,1349665,1700053,332492
"2018.03","여자인구수 (명)",25928015,5021385,1757921,1246298,1470669,737846,749084,564025,145947,6424498,767504,788908,1041249,928945,944328,1333996,1677463,327949
"2018.04","총인구수 (명)",51790131,9830452,3460707,2471136,2952476,1460972,1496123,1161303,295041,12941604,1545452,1595164,2120666,1847089,1890412,2682897,3377126,661511
"2018.04","남자인구수 (명)",25857963,4812514,1703724,1225216,1481221,723604,747775,597654,147180,6509171,778213,806193,1078780,918599,946077,1349276,1699703,333063
"2018.04","여자인구수 (명)",25932168,5017938,1756983,1245920,1471255,737368,748348,563649,147861,6432433,767239,788971,1041886,928490,944335,1333621,1677423,328448
"2018.05","총인구수 (명)",51796179,9820971,3458134,2469936,2953255,1460564,1495234,1160657,297604,12958648,1545291,1595822,2121618,1846144,1889726,2682316,3377626,662633
"2018.05","남자인구수 (명)",25859449,4806841,1702278,1224529,1481506,723405,747264,597181,148481,6517899,777960,806654,1079334,918074,945662,1348939,1699839,333603
"2018.05","여자인구수 (명)",25936730,5014130,1755856,1245407,1471749,737159,747970,563476,149123,6440749,767331,789168,1042284,928070,944064,1333377,1677787,329030
"2018.06","총인구수 (명)",51801449,9814049,3455611,2469617,2953883,1460745,1494878,1159594,300332,12975176,1544843,1595772,2122220,1844639,1887991,2681090,3377483,663526
"2018.06","남자인구수 (명)",25861116,4802769,1700822,1224126,1481769,723562,747071,596415,149839,6526428,777725,806666,1079667,917256,944826,1348480,1699688,334007
"2018.06","여자인구수 (명)",25940333,5011280,1754789,1245491,1472114,737183,747807,563179,150493,6448748,767118,789106,1042553,927383,943165,1332610,1677795,329519
"2018.07","총인구수 (명)",51806977,9806538,3453198,2468824,2953841,1461203,1495029,1158847,302703,12993165,1544258,1596161,2122531,1843009,1886297,2679546,3377248,664579
"2018.07","남자인구수 (명)",25862378,4798255,1699375,1223541,1481730,723738,747070,595843,151019,6535785,777281,806982,1079820,916418,944057,1347585,1699357,334522
"2018.07","여자인구수 (명)",25944599,5008283,1753823,1245283,1472111,737465,747959,563004,151684,6457380,766977,789179,1042711,926591,942240,1331961,1677891,330057
"2018.08","총인구수 (명)",51812153,9799075,3451049,2467385,2953206,1461463,1494286,1157964,305648,13012486,1543668,1596324,2123368,1841427,1884285,2678272,3376730,665517
"2018.08","남자인구수 (명)",25863568,4793529,1698145,1222651,1481196,723692,746684,595230,152530,6545752,776973,807234,1080268,915644,943176,1346899,1698931,335034
"2018.08","여자인구수 (명)",25948585,5005546,1752904,1244734,1472010,737771,747602,562734,153118,6466734,766695,789090,1043100,925783,941109,1331373,1677799,330483
"2018.09","총인구수 (명)",51817851,9793003,3449593,2466454,2953116,1461790,1493654,1157420,308068,13027338,1543780,1596734,2123776,1840544,1882637,2677762,3376031,666151
"2018.09","남자인구수 (명)",25865557,4789821,1697295,1222113,1481129,723732,746335,594875,153838,6553196,777040,807503,1080494,915289,942418,1346701,1698457,335321
"2018.09","여자인구수 (명)",25952294,5003182,1752298,1244341,1471987,738058,747319,562545,154230,6474142,766740,789231,1043282,925255,940219,1331061,1677574,330830
"2018.10","총인구수 (명)",51821881,9784112,3446856,2465145,2953333,1461904,1492589,1156917,310403,13045223,1543441,1597709,2124524,1839358,1881420,2676904,3375357,666686
"2018.10","남자인구수 (명)",25866067,4784674,1695639,1221295,1481249,723732,745709,594552,155050,6561990,776790,808059,1080957,914658,941919,1346330,1697945,335519
"2018.10","여자인구수 (명)",25955814,4999438,1751217,1243850,1472084,738172,746880,562365,155353,6483233,766651,789650,1043567,924700,939501,1330574,1677412,331167
"2018.11","총인구수 (명)",51824477,9774088,3444540,2464002,2953844,1461009,1491716,1156260,312103,13061074,1543556,1598184,2125409,1838049,1881518,2677014,3375047,667064
"2018.11","남자인구수 (명)",25866371,4778917,1694363,1220652,1481568,723379,745257,594214,155835,6569721,776708,808309,1081439,913986,942041,1346530,1697756,335696
"2018.11","여자인구수 (명)",25958106,4995171,1750177,1243350,1472276,737630,746459,562046,156268,6491353,766848,789875,1043970,924063,939477,1330484,1677291,331368
"2018.12","총인구수 (명)",51826059,9765623,3441453,2461769,2954642,1459336,1489936,1155623,314126,13077153,1543052,1599252,2126282,1836832,1882970,2676831,3373988,667191
"2018.12","남자인구수 (명)",25866129,4773899,1692421,1219342,1481844,722581,744338,593819,156831,6577501,776456,808971,1082009,913297,943000,1346689,1697412,335719
"2018.12","여자인구수 (명)",25959930,4991724,1749032,1242427,1472798,736755,745598,561804,157295,6499652,766596,790281,1044273,923535,939970,1330142,1676576,331472
"2019.01","총인구수 (명)",51826287,9766288,3438259,2460382,2955916,1459832,1488725,1154786,316814,13090648,1541693,1599155,2125797,1834532,1878904,2674005,3373214,667337
"2019.01","남자인구수 (명)",25865518,4772822,1690527,1218478,1482441,722902,743851,593436,158090,6584729,775683,809020,1081976,912117,941188,1345392,1697053,335813
"2019.01","여자인구수 (명)",25960769,4993466,1747732,1241904,1473475,736930,744874,561350,158724,6505919,766010,790135,1043821,922415,937716,1328613,1676161,331524
"2019.02","총인구수 (명)",51829538,9770638,3436230,2458138,2956063,1459208,1487605,1153735,320326,13104696,1540445,1598868,2125372,1832227,1875862,2671587,3371016,667522
"2019.02","남자인구수 (명)",25866255,4773605,1689253,1217209,1482440,722689,743135,592853,159860,6592095,774988,808975,1082148,911110,939624,1344344,1696062,335865
"2019.02","여자인구수 (명)",25963283,4997033,1746977,1240929,1473623,736519,744470,560882,160466,6512601,765457,789893,1043224,921117,936238,1327243,1674954,331657
"2019.03","총인구수 (명)",51833175,9770216,3434091,2455829,2956513,1458930,1486647,1152800,322693,13116579,1540488,1598775,2125778,1830499,1874232,2671036,3369949,668120
"2019.03","남자인구수 (명)",25866984,4772134,1687792,1215750,1482588,722511,742647,592362,161056,6598392,775015,809060,1082428,910221,938881,1344255,1695666,336226
"2019.03","여자인구수 (명)",25966191,4998082,1746299,1240079,1473925,736419,744000,560438,161637,6518187,765473,789715,1043350,920278,935351,1326781,1674283,331894
"2019.04","총인구수 (명)",51836763,9766886,3431750,2454154,2956700,1458940,1485509,1152293,324417,13129508,1540794,1599488,2125912,1829273,1873183,2670375,3368933,668648
"2019.04","남자인구수 (명)",25867727,4769474,1686235,1214640,1482820,722495,742095,592037,161944,6605143,775002,809567,1082520,909550,938558,1343986,1695232,336429
"2019.04","여자인구수 (명)",25969036,4997412,1745515,1239514,1473880,736445,743414,560256,162473,6524365,765792,789921,1043392,919723,934625,1326389,1673701,332219
"2019.05","총인구수 (명)",51840339,9762062,3429595,2452291,2957179,1459003,1484398,1151685,325777,13145482,1540776,1599854,2125732,1827871,1871718,2669731,3367857,669328
"2019.05","남자인구수 (명)",25868330,4766085,1684792,1213494,1483087,722531,741504,591690,162578,6613473,774920,809825,1082499,908824,937881,1343742,1694688,336717
"2019.05","여자인구수 (명)",25972009,4995977,1744803,1238797,1474092,736472,742894,559995,163199,6532009,765856,790029,1043233,919047,933837,1325989,1673169,332611
"2019.06","총인구수 (명)",51842636,9757144,3427632,2450478,2957024,1459024,1482938,1151301,327643,13159178,1540855,1599650,2125855,1826717,1870587,2669850,3366989,669771
"2019.06","남자인구수 (명)",25868406,4762711,1683596,1212450,1482934,722559,740834,591449,163528,6620514,774923,809776,1082597,908163,937429,1343822,1694177,336944
"2019.06","여자인구수 (명)",25974230,4994433,1744036,1238028,1474090,736465,742104,559852,164115,6538664,765932,789874,1043258,918554,933158,1326028,1672812,332827
"2019.07","총인구수 (명)",51845612,9751415,3425317,2448666,2956828,1459486,1481701,1150891,330298,13176011,1540714,1599368,2125349,1825381,1868856,2668836,3366286,670209
"2019.07","남자인구수 (명)",25868638,4759105,1682209,1211432,1482651,722801,740227,591161,164832,6629105,774779,809760,1082259,907522,936541,1343416,1693730,337108
"2019.07","여자인구수 (명)",25976974,4992310,1743108,1237234,1474177,736685,741474,559730,165466,6546906,765935,789608,1043090,917859,932315,1325420,1672556,333101
"2019.08","총인구수 (명)",51847538,9744888,3423209,2446745,2956525,1459438,1480520,1150294,332098,13193943,1540780,1599402,2125160,1823982,1867094,2667657,3365282,670521
"2019.08","남자인구수 (명)",25868377,4754998,1681015,1210476,1482375,722608,739595,590889,165740,6638077,774790,809905,1082231,906743,935765,1342782,1693182,337206
"2019.08","여자인구수 (명)",25979161,4989890,1742194,1236269,1474150,736830,740925,559405,166358,6555866,765990,789497,1042929,917239,931329,1324875,1672100,333315
"2019.09","총인구수 (명)",51849253,9740398,3421502,2445270,2956804,1459632,1479641,1149873,333757,13207219,1540721,1599339,2124855,1822883,1865915,2666795,3364039,670610
"2019.09","남자인구수 (명)",25868023,4751696,1679894,1209564,1482453,722595,739110,590619,166548,6644899,774707,809857,1082219,906185,935364,1342456,1692600,337257
"2019.09","여자인구수 (명)",25981230,4988702,1741608,1235706,1474351,737037,740531,559254,167209,6562320,766014,789482,1042636,916698,930551,1324339,1671439,333353
"2019.10","총인구수 (명)",51850705,9736289,3418871,2443528,2956984,1459360,1478436,1149409,336356,13218912,1540897,1599499,2124619,1821813,1865039,2666072,3363883,670738
"2019.10","남자인구수 (명)",25867179,4749055,1678363,1208429,1482413,722448,738400,590332,167810,6650459,774848,809928,1082171,905592,934993,1342074,1692582,337282
"2019.10","여자인구수 (명)",25983526,4987234,1740508,1235099,1474571,736912,740036,559077,168546,6568453,766049,789571,1042448,916221,930046,1323998,1671301,333456
"2019.11","총인구수 (명)",51851427,9732577,3416721,2441581,2957249,1458915,1476955,1148922,338647,13228177,1541399,1599651,2124302,1820799,1865588,2665775,3363274,670895
"2019.11","남자인구수 (명)",25866604,4746636,1677165,1207318,1482519,722168,737607,590098,168916,6654571,775250,810187,1082030,905017,935574,1341962,1692247,337339
"2019.11","여자인구수 (명)",25984823,4985941,1739556,1234263,1474730,736747,739348,558824,169731,6573606,766149,789464,1042272,915782,930014,1323813,1671027,333556
"2019.12","총인구수 (명)",51849861,9729107,3413841,2438031,2957026,1456468,1474870,1148019,340575,13239666,1541502,1600007,2123709,1818917,1868745,2665836,3362553,670989
"2019.12","남자인구수 (명)",25864816,4744059,1675417,1205286,1482249,720740,736607,589712,169845,6659995,775386,810384,1081938,904110,937674,1342037,1692032,337345
"2019.12","여자인구수 (명)",25985045,4985048,1738424,1232745,1474777,735728,738263,558307,170730,6579671,766116,789623,1041771,914807,931071,1323799,1670521,333644
"2020.01","총인구수 (명)",51847509,9733509,3411819,2436488,2956119,1456688,1474152,1147037,342328,13250368,1540540,1599391,2122455,1817302,1864712,2662508,3361344,670749
"2020.01","남자인구수 (명)",25862863,4745088,1674202,1204387,1481749,720931,736259,589233,170729,6665310,774866,810129,1081552,903385,935962,1340346,1691504,337231
"2020.01","여자인구수 (명)",25984646,4988421,1737617,1232101,1474370,735757,737893,557804,171599,6585058,765674,789262,1040903,913917,928750,1322162,1669840,333518
"2020.02","총인구수 (명)",51844627,9736962,3410925,2432883,2954955,1456121,1473125,1145710,343788,13265377,1539521,1598599,2120995,1815112,1861894,2658956,3358828,670876
"2020.02","남자인구수 (명)",25860491,4745133,1673266,1202364,1481133,720686,735791,588626,171403,6672706,774358,809805,1081153,902365,934900,1338907,1690600,337295
"2020.02","여자인구수 (명)",25984136,4991829,1737659,1230519,1473822,735435,737334,557084,172385,6592671,765163,788794,1039842,912747,926994,1320049,1668228,333581
"2020.03","총인구수 (명)",51843195,9733655,3409932,2433568,2952689,1455705,1471858,1144563,344792,13288975,1538577,1597639,2119749,1812936,1859290,2653418,3355341,670508
"2020.03","남자인구수 (명)",25858743,4742217,1672252,1202273,1479839,720460,735179,588127,171951,6684759,773983,809369,1080705,901252,933896,1336289,1689137,337055
"2020.03","여자인구수 (명)",25984452,4991438,1737680,1231295,1472850,735245,736679,556436,172841,6604216,764594,788270,1039044,911684,925394,1317129,1666204,333453
"2020.04","총인구수 (명)",51842524,9726787,3408347,2431523,2950972,1456096,1471650,1144098,345216,13311254,1537780,1596613,2118457,1811619,1857083,2651054,3353380,670595
"2020.04","남자인구수 (명)",25857509,4737843,1671199,1200899,1478916,720536,734902,587902,172176,6696531,773468,809005,1080256,900628,932970,1334981,1688178,337119
"2020.04","여자인구수 (명)",25985015,4988944,1737148,1230624,1472056,735560,736748,556196,173040,6614723,764312,787608,1038201,910991,924113,1316073,1665202,333476
"2020.05","총인구수 (명)",51841371,9724496,3406942,2429059,2950063,1455533,1471915,1143148,345373,13324041,1538639,1596710,2118510,1810097,1855945,2648760,3351347,670793
"2020.05","남자인구수 (명)",25856030,4735431,1670175,1199504,1478307,720300,734940,587434,172269,6703603,773923,809114,1080425,899894,932496,1333815,1687289,337111
"2020.05","여자인구수 (명)",25985341,4989065,1736767,1229555,1471756,735233,736975,555714,173104,6620438,764716,787596,1038085,910203,923449,1314945,1664058,333682
"2020.06","총인구수 (명)",51839408,9720846,3404423,2427954,2947217,1455048,1471040,1142190,345341,13338020,1539282,1597593,2119771,1808802,1854618,2646493,3349454,671316
"2020.06","남자인구수 (명)",25853937,4732275,1668618,1198815,1476813,720060,734441,586939,172234,6711047,774325,809657,1081224,899137,931898,1332780,1686331,337343
"2020.06","여자인구수 (명)",25985471,4988571,1735805,1229139,1470404,734988,736599,555251,173107,6626973,764957,787936,1038547,909665,922720,1313713,1663123,333973
"2020.07","총인구수 (명)",51839852,9715429,3402776,2428022,2945565,1454709,1470225,1141362,346217,13351891,1540094,1597936,2120692,1808044,1853339,2644001,3347637,671913
"2020.07","남자인구수 (명)",25852796,4728872,1667613,1198621,1475837,719860,734008,586533,172660,6717812,774913,809841,1081752,898719,931280,1331461,1685427,337587
"2020.07","여자인구수 (명)",25987056,4986557,1735163,1229401,1469728,734849,736217,554829,173557,6634079,765181,788095,1038940,909325,922059,1312540,1662210,334326
"2020.08","총인구수 (명)",51839953,9708247,3401072,2428228,2943491,1454154,1469431,1140310,347232,13370714,1540689,1598162,2120519,1807094,1851985,2640932,3345169,672524
"2020.08","남자인구수 (명)",25851388,4724585,1666462,1198662,1474620,719601,733547,585922,173183,6727226,775113,810023,1081807,898296,930466,1329919,1684134,337822
"2020.08","여자인구수 (명)",25988565,4983662,1734610,1229566,1468871,734553,735884,554388,174049,6643488,765576,788139,1038712,908798,921519,1311013,1661035,334702
"2020.09","총인구수 (명)",51841786,9699232,3399749,2426849,2942553,1453952,1469099,1139368,348014,13388485,1541104,1598536,2120559,1806441,1851124,2640003,3343770,672948
"2020.09","남자인구수 (명)",25851003,4719170,1665554,1197914,1474105,719445,733356,585387,173613,6736077,775324,810302,1082029,898048,930076,1329408,1683263,337932
"2020.09","여자인구수 (명)",25990783,4980062,1734195,1228935,1468448,734507,735743,553981,174401,6652408,765780,788234,1038530,908393,921048,1310595,1660507,335016
"2020.10","총인구수 (명)",51838016,9689159,3397598,2424171,2942233,1452994,1467556,1138581,351007,13400615,1541836,1599102,2120347,1805937,1850680,2639763,3342831,673606
"2020.10","남자인구수 (명)",25847719,4713716,1664277,1196446,1473834,718912,732552,584963,175135,6741849,775679,810528,1081967,897770,929911,1329257,1682733,338190
"2020.10","여자인구수 (명)",25990297,4975443,1733321,1227725,1468399,734082,735004,553618,175872,6658766,766157,788574,1038380,908167,920769,1310506,1660098,335416
"2020.11","총인구수 (명)",51834302,9679771,3395514,2421859,2942307,1451993,1465893,1137345,353430,13413459,1542374,1599680,2120607,1805204,1850557,2639245,3341063,674001
"2020.11","남자인구수 (명)",25844667,4708321,1663055,1195081,1473795,718370,731701,584305,176336,6748061,776079,810903,1082311,897393,929986,1328939,1681719,338312
"2020.11","여자인구수 (명)",25989635,4971450,1732459,1226778,1468512,733623,734192,553040,177094,6665398,766295,788777,1038296,907811,920571,1310306,1659344,335689
"2020.12","총인구수 (명)",51829023,9668465,3391946,2418346,2942828,1450062,1463882,1136017,355831,13427014,1542840,1600837,2121029,1804104,1851549,2639422,3340216,674635
"2020.12","남자인구수 (명)",25841029,4701723,1661000,1193109,1473943,717348,730699,583708,177568,6754469,776505,811591,1082634,896874,930615,1329211,1681423,338609
"2020.12","여자인구수 (명)",25987994,4966742,1730946,1225237,1468885,732714,733183,552309,178263,6672545,766335,789246,1038395,907230,920934,1310211,1658793,336026
"2021.01","총인구수 (명)",51825932,9657969,3389388,2415813,2942452,1449115,1463291,1135370,357871,13449499,1541696,1599658,2119837,1802748,1850575,2637639,3338396,674615
"2021.01","남자인구수 (명)",25838512,4695999,1659527,1191656,1473639,716929,730396,583402,178656,6765862,775727,811057,1082095,896115,930132,1328384,1680383,338553
"2021.01","여자인구수 (명)",25987420,4961970,1729861,1224157,1468813,732186,732895,551968,179215,6683637,765969,788601,1037742,906633,920443,1309255,1658013,336062
"2021.02","총인구수 (명)",51824142,9648606,3387761,2413191,2941705,1447953,1462064,1132953,359569,13471758,1540875,1599122,2119542,1801319,1849795,2636747,3336045,675137
"2021.02","남자인구수 (명)",25836561,4690282,1658540,1190244,1473245,716331,729663,582190,179528,6777066,775186,810751,1082026,895485,929889,1328167,1679295,338673
"2021.02","여자인구수 (명)",25987581,4958324,1729221,1222947,1468460,731622,732401,550763,180041,6694692,765689,788371,1037516,905834,919906,1308580,1656750,336464
"2021.03","총인구수 (명)",51705905,9598484,3372399,2408875,2936461,1445473,1458463,1129254,360462,13465837,1536399,1595714,2115823,1797450,1844811,2635563,3330463,673974
"2021.03","남자인구수 (명)",25787390,4667524,1651804,1188070,1470750,715226,728075,580424,180030,6776866,773248,809457,1080841,893974,927884,1327990,1677021,338206
"2021.03","여자인구수 (명)",25918515,4930960,1720595,1220805,1465711,730247,730388,548830,180432,6688971,763151,786257,1034982,903476,916927,1307573,1653442,335768
"2021.04","총인구수 (명)",51702100,9588711,3369704,2406296,2936214,1444787,1457619,1128163,361396,13479798,1536175,1596303,2116452,1796331,1844148,2635896,3329623,674484
"2021.04","남자인구수 (명)",25784538,4661711,1650252,1186663,1470490,714834,727522,579853,180462,6784466,773037,809679,1081275,893415,927667,1328240,1676550,338422
"2021.04","여자인구수 (명)",25917562,4927000,1719452,1219633,1465724,729953,730097,548310,180934,6695332,763138,786624,1035177,902916,916481,1307656,1653073,336062
"2021.05","총인구수 (명)",51683025,9575355,3367334,2402940,2936382,1443154,1457161,1127175,362036,13488910,1535491,1596955,2117260,1794682,1842423,2633592,3327298,674877
"2021.05","남자인구수 (명)",25775853,4654720,1648965,1184977,1470528,714101,727279,579316,180778,6789327,772893,809946,1081854,892833,927074,1327307,1675389,338566
"2021.05","여자인구수 (명)",25907172,4920635,1718369,1217963,1465854,729053,729882,547859,181258,6699583,762598,787009,1035406,901849,915349,1306285,1651909,336311
"2021.06","총인구수 (명)",51672400,9565990,3364358,2397646,2936367,1442647,1456107,1126369,362995,13500688,1535530,1597503,2117400,1794345,1840921,2632401,3325840,675293
"2021.06","남자인구수 (명)",25770033,4649442,1647291,1182380,1470544,713793,726666,578924,181328,6795088,772949,810225,1082113,892670,926398,1326844,1674612,338766
"2021.06","여자인구수 (명)",25902367,4916548,1717067,1215266,1465823,728854,729441,547445,181667,6705600,762581,787278,1035287,901675,914523,1305557,1651228,336527
"2021.07","총인구수 (명)",51671569,9558153,3361781,2395749,2937440,1442482,1455300,1125727,364364,13512867,1536140,1597501,2118205,1793902,1839698,2631649,3324735,675876
"2021.07","남자인구수 (명)",25768310,4645177,1645794,1181351,1470985,713626,726281,578511,181996,6801008,773232,810258,1082654,892487,925751,1326218,1674003,338978
"2021.07","여자인구수 (명)",25903259,4912976,1715987,1214398,1466455,728856,729019,547216,182368,6711859,762908,787243,1035551,901415,913947,1305431,1650732,336898
"2021.08","총인구수 (명)",51669716,9550227,3359527,2393626,2938429,1441970,1454679,1124459,365309,13530519,1536270,1597179,2118183,1792476,1838353,2630254,3322373,675883
"2021.08","남자인구수 (명)",25766031,4640740,1644378,1180223,1471347,713286,725956,577806,182430,6810105,773260,810095,1082664,891776,924912,1325354,1672737,338962
"2021.08","여자인구수 (명)",25903685,4909487,1715149,1213403,1467082,728684,728723,546653,182879,6720414,763010,787084,1035519,900700,913441,1304900,1649636,336921
"2021.09","총인구수 (명)",51667688,9542256,3358763,2392787,2941795,1442827,1455058,1123236,366560,13542284,1536765,1596765,2118098,1791110,1835690,2628344,3319271,676079
"2021.09","남자인구수 (명)",25763891,4636069,1643690,1179640,1472963,713666,726142,577093,183044,6816449,773495,809981,1082596,891073,923651,1324322,1671042,338975
