"시점","항목",전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원특별자치도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"2021.09","여자인구수 (명)",25903797,4906187,1715073,1213147,1468832,729161,728916,546143,183516,6725835,763270,786784,1035502,900037,912039,1304022,1648229,337104
"2021.10","총인구수 (명)",51662290,9532428,3356311,2390721,2945009,1442454,1454228,1122566,368276,13549577,1537717,1596948,2118977,1789770,1834653,2627925,3318161,676569
"2021.10","남자인구수 (명)",25760238,4630630,1642368,1178486,1474536,713483,725742,576723,183879,6820025,774008,810093,1083133,890378,923037,1324128,1670394,339195
"2021.10","여자인구수 (명)",25902052,4901798,1713943,1212235,1470473,728971,728486,545843,184397,6729552,763709,786855,1035844,899392,911616,1303797,1647767,337374
"2021.11","총인구수 (명)",51652704,9520880,3353627,2388230,2946319,1442138,1453675,1122495,369465,13557973,1538273,1597019,2119529,1788616,1833864,2627468,3316365,676768
"2021.11","남자인구수 (명)",25754446,4624290,1640867,1177136,1475245,713292,725406,576636,184441,6823931,774232,810261,1083419,889824,922677,1324021,1669512,339256
"2021.11","여자인구수 (명)",25898258,4896590,1712760,1211094,1471074,728846,728269,545859,185024,6734042,764041,786758,1036110,898792,911187,1303447,1646853,337512
"2021.12","총인구수 (명)",51638809,9509458,3350380,2385412,2948375,1441611,1452251,1121592,371895,13565450,1538492,1597427,2119257,1786855,1832803,2626609,3314183,676759
"2021.12","남자인구수 (명)",25746684,4618040,1639044,1175632,1476373,713015,724626,576217,185678,6827298,774332,810672,1083366,888994,922221,1323661,1668338,339177
"2021.12","여자인구수 (명)",25892125,4891418,1711336,1209780,1472002,728596,727625,545375,186217,6738152,764160,786755,1035891,897861,910582,1302948,1645845,337582
